parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"4.bmicat_sa"	"BMI with SA categories"	1.0289572	.00669235	4.3889627	.00001139	1.0159237	1.0421579	"modela"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.0782154	.00751188	10.809211	3.113e-27	1.0635925	1.0930394	"modela"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1125074	.00845221	14.033205	9.764e-45	1.0960641	1.1291974	"modela"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	.88446944	.00577284	-18.80944	6.320e-79	.87322694	.89585669	"modela"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"modela"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.93168584	.00554526	-11.888667	1.356e-32	.92088048	.94261799	"modela"	"tested"	""
"2.hba1ccat"	"HbA1c category"	.94616023	.00881465	-5.94053	2.841e-09	.92904061	.96359531	"modela"	"tested"	""
"3.hba1ccat"	"HbA1c category"	.97645892	.00872914	-2.6648443	.0077024	.95949913	.99371847	"modela"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0790296	.00896119	9.1587467	5.250e-20	1.0616082	1.096737	"modela"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.86788888	.00182469	-67.39357	0	.86431991	.87147259	"modela"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0116959	.00004523	260.09361	0	1.0116072	1.0117845	"modela"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"modela"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1007132	.00219323	48.158467	0	1.0964229	1.1050203	"modela"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.1074307	.00272762	41.430011	0	1.1020975	1.1127896	"modela"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"modela"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97974961	.0024737	-8.1028297	5.370e-16	.97491323	.98460998	"modela"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"modela"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.93750978	.00292543	-20.679262	5.325e-95	.93179354	.94326109	"modela"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.92278358	.0023951	-30.961348	1.79e-210	.9181012	.92748984	"modela"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.92676078	.00272268	-25.889632	8.71e-148	.92143976	.93211254	"modela"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.68805037	.00202014	-127.34661	0	.68410235	.69202117	"modela"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"modela"	"tested"	""
"1.asthma"	"Asthma category"	1.0954201	.00242977	41.087976	0	1.0906681	1.1001927	"modela"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"modela"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2784847	.00466495	67.330281	0	1.2693741	1.2876606	"modela"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"modela"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4053318	.00433514	110.30708	0	1.3968607	1.4138542	"modela"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"modela"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.1260841	.01250922	10.689575	1.139e-26	1.1018314	1.1508705	"modela"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0404839	.00532116	7.7600762	8.488e-15	1.0301068	1.0509657	"modela"	"tested"	""
"3.dm_type"	"Diabetes Type"	.99712872	.00551286	-.52008484	.60300444	.98638204	1.0079925	"modela"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"modela"	"tested"	""
"1.cancer"	"Cancer"	1.654883	.00505293	164.97664	0	1.645009	1.6648162	"modela"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"modela"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.5791882	.0126435	57.068708	0	1.5546008	1.6041645	"modela"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"modela"	"tested"	""
"1.stroke"	"Stroke"	1.4710276	.00670001	84.740065	0	1.4579543	1.4842182	"modela"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"modela"	"tested"	""
"1.dementia"	"Dementia"	2.3245287	.02472586	79.300778	0	2.2765685	2.3734992	"modela"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"modela"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.394184	.00943134	49.12347	0	1.3758209	1.4127922	"modela"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"modela"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1372416	.00423343	34.547789	1.54e-261	1.1289745	1.1455694	"modela"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"modela"	"tested"	""
"1.esrf"	"end stage renal failure"	2.8771298	.03793138	80.158723	0	2.8037379	2.9524427	"modela"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"modela"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0755575	.01089433	7.1911385	6.425e-13	1.0544155	1.0971233	"modela"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"modela"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0458186	.00373088	12.558057	3.590e-36	1.0385317	1.0531566	"modela"	"tested"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"modela"	"tested"	""
"2.hh_total_cat"	"Number of people in household"	1.0752573	.0022236	35.087472	1.05e-269	1.0709079	1.0796243	"modela"	"tested"	""
"3.hh_total_cat"	"Number of people in household"	.9560256	.00392695	-10.948199	6.778e-28	.94835982	.96375335	"modela"	"tested"	""
"4.hh_total_cat"	"Number of people in household"	1.4225807	.01155303	43.401665	0	1.4001165	1.4454054	"modela"	"tested"	""
"9.hh_total_cat"	"Number of people in household"	.98608078	.00270075	-5.1177993	3.091e-07	.98080159	.99138839	"modela"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"modelb"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.0361883	.00383451	9.6062675	7.523e-22	1.0287	1.0437312	"modelb"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.0624482	.00637784	10.090992	6.055e-24	1.0500211	1.0750223	"modelb"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.0053813	.00853335	.63230873	.52718516	.98879455	1.0222462	"modelb"	"tested"	""
"5.eth5"	"Eth 5 categories"	.71925656	.00548314	-43.227383	0	.70858969	.73008401	"modelb"	"tested"	""
"6.eth5"	"Eth 5 categories"	.97629522	.00206829	-11.324144	9.965e-30	.97224986	.98035742	"modelb"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"modelb"	"tested"	""
"1.male"	"Male"	.78420728	.00142489	-133.7837	0	.78141952	.78700499	"modelb"	"tested"	""
"age1"	"Age spline 1"	1.0130863	.00024812	53.08587	0	1.0126002	1.0135728	"modelb"	"tested"	""
"age2"	"Age spline 2"	.91566653	.00074164	-108.77603	0	.91421409	.91712128	"modelb"	"tested"	""
"age3"	"Age spline 3"	1.2886759	.0028912	113.04227	0	1.2830217	1.294355	"modelb"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"modelb"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0164414	.00274677	6.0346621	1.593e-09	1.011072	1.0218392	"modelb"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0241693	.00276389	8.8495156	8.790e-19	1.0187665	1.0296008	"modelb"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0467409	.00283407	16.872082	7.221e-64	1.041201	1.0523104	"modelb"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0094325	.0028084	3.3744561	.00073962	1.0039431	1.0149519	"modelb"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"modelb"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	.95644704	.00601508	-7.080616	1.435e-12	.94473007	.96830933	"modelb"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	.98892476	.00625705	-1.7602037	.07837328	.9767369	1.0012647	"modelb"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0333327	.00671845	5.0431548	4.579e-07	1.0202483	1.0465849	"modelb"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.0847503	.00755452	11.680987	1.594e-31	1.0700443	1.0996584	"modelb"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1227213	.00852643	15.242148	1.857e-52	1.1061336	1.1395578	"modelb"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	.8895264	.0058055	-17.937031	6.061e-72	.8782203	.90097805	"modelb"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"modelb"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.92198522	.0054833	-13.657687	1.817e-42	.91130053	.93279518	"modelb"	"tested"	""
"2.hba1ccat"	"HbA1c category"	.9376078	.00873331	-6.9165122	4.629e-12	.92064613	.95488196	"modelb"	"tested"	""
"3.hba1ccat"	"HbA1c category"	.96711828	.00864369	-3.7408918	.00018337	.95032448	.98420884	"modelb"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0670261	.00885892	7.8140185	5.539e-15	1.0498035	1.0845313	"modelb"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.87280127	.00180855	-65.656051	0	.86926377	.87635318	"modelb"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0117329	.00004462	264.50417	0	1.0116455	1.0118204	"modelb"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"modelb"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1035968	.00219724	49.510514	0	1.0992987	1.1079117	"modelb"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.1135206	.00273995	43.698977	0	1.1081633	1.1189038	"modelb"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"modelb"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97826706	.00246815	-8.7089798	3.066e-18	.97344151	.98311652	"modelb"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"modelb"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.93834798	.00292782	-20.39445	1.873e-92	.93262708	.94410398	"modelb"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.92474935	.00239997	-30.144305	1.27e-199	.92005744	.9294652	"modelb"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.93219636	.00273821	-23.902922	2.86e-126	.92684499	.93757863	"modelb"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.6878725	.00201777	-127.55102	0	.68392909	.69183865	"modelb"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"modelb"	"tested"	""
"1.asthma"	"Asthma category"	1.0984413	.00243544	42.347681	0	1.0936783	1.103225	"modelb"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2804632	.00467172	67.760551	0	1.2713395	1.2896524	"modelb"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4122318	.00435532	111.92335	0	1.4037213	1.4207939	"modelb"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"modelb"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.1402245	.0126631	11.815917	3.230e-32	1.1156735	1.1653159	"modelb"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0463143	.00534665	8.8598744	8.010e-19	1.0358874	1.0568462	"modelb"	"tested"	""
"3.dm_type"	"Diabetes Type"	.95580778	.00524798	-8.2319384	1.842e-16	.94557708	.96614918	"modelb"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"modelb"	"tested"	""
"1.cancer"	"Cancer"	1.6522976	.00504488	164.46956	0	1.6424393	1.662215	"modelb"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.5809961	.01265835	57.209948	0	1.5563799	1.6060017	"modelb"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"modelb"	"tested"	""
"1.stroke"	"Stroke"	1.4756714	.00671935	85.455086	0	1.4625603	1.4889	"modelb"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"modelb"	"tested"	""
"1.dementia"	"Dementia"	2.3175019	.02464587	79.032994	0	2.2696969	2.3663139	"modelb"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"modelb"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.3963699	.00944626	49.35439	0	1.3779777	1.4150075	"modelb"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"modelb"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1363217	.00422425	34.377232	5.52e-259	1.1280724	1.1446313	"modelb"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"modelb"	"tested"	""
"1.esrf"	"end stage renal failure"	2.8711752	.03786044	79.985591	0	2.7979208	2.9463475	"modelb"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"modelb"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0813684	.01095397	7.722548	1.140e-14	1.0601108	1.1030524	"modelb"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"modelb"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.045345	.00372898	12.431803	1.756e-35	1.0380618	1.0526793	"modelb"	"tested"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"modelb"	"tested"	""
"2.hh_total_cat"	"Number of people in household"	1.080894	.00222993	37.705799	0	1.0765323	1.0852734	"modelb"	"tested"	""
"3.hh_total_cat"	"Number of people in household"	.95745118	.00392512	-10.606166	2.790e-26	.94978891	.96517527	"modelb"	"tested"	""
"4.hh_total_cat"	"Number of people in household"	1.4127044	.01141511	42.758905	0	1.3905074	1.4352557	"modelb"	"tested"	""
"9.hh_total_cat"	"Number of people in household"	.9858215	.00269219	-5.2290168	1.704e-07	.980559	.99111224	"modelb"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"modela"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.0216148	.02644385	53.812428	0	1.9704446	2.0741139	"modela"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.7091121	.0378869	24.178267	3.77e-129	1.6364452	1.7850058	"modela"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.5032383	.05230893	11.714109	1.079e-31	1.4041327	1.6093389	"modela"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.231364	.03592145	7.1343056	9.728e-13	1.1629342	1.3038204	"modela"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.0863894	.01054128	8.5395614	1.347e-17	1.0659241	1.1072476	"modela"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"modela"	"positivetest"	""
"1.male"	"Male"	.86775162	.00690732	-17.820271	4.920e-71	.85431857	.88139588	"modela"	"positivetest"	""
"age1"	"Age spline 1"	1.0338536	.00120016	28.679797	6.82e-181	1.031504	1.0362086	"modela"	"positivetest"	""
"age2"	"Age spline 2"	.86682437	.0031942	-38.784504	0	.8605864	.87310756	"modela"	"positivetest"	""
"age3"	"Age spline 3"	1.5541567	.01546898	44.300222	0	1.5241319	1.584773	"modela"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"modela"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0944452	.01435878	6.8787898	6.036e-12	1.0666613	1.1229529	"modela"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2250992	.01584417	15.698005	1.561e-55	1.1944355	1.2565502	"modela"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3588148	.01719302	24.232508	1.01e-129	1.3255315	1.3929338	"modela"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4572231	.01854408	29.588535	2.10e-192	1.4213269	1.4940259	"modela"	"positivetest"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"modela"	"positivetest"	""
"2.bmicat_sa"	"BMI with SA categories"	.90527984	.0261944	-3.4391116	.00058363	.85536843	.95810362	"modela"	"positivetest"	""
"3.bmicat_sa"	"BMI with SA categories"	.98609143	.02852858	-.48412459	.62829745	.93173218	1.0436221	"modela"	"positivetest"	""
"4.bmicat_sa"	"BMI with SA categories"	1.1619265	.03423805	5.0931984	3.521e-07	1.0967221	1.2310075	"modela"	"positivetest"	""
"5.bmicat_sa"	"BMI with SA categories"	1.3047369	.04054169	8.5606158	1.123e-17	1.2276479	1.3866666	"modela"	"positivetest"	""
"6.bmicat_sa"	"BMI with SA categories"	1.4781885	.04897549	11.795731	4.106e-32	1.3852486	1.577364	"modela"	"positivetest"	""
"7.bmicat_sa"	"BMI with SA categories"	.94271312	.02818355	-1.9732692	.0484649	.8890616	.9996023	"modela"	"positivetest"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"modela"	"positivetest"	""
"1.hba1ccat"	"HbA1c category"	1.0020631	.02183065	.0946006	.92463208	.96017641	1.045777	"modela"	"positivetest"	""
"2.hba1ccat"	"HbA1c category"	1.0850693	.03565343	2.4847322	.01296489	1.0173925	1.157248	"modela"	"positivetest"	""
"3.hba1ccat"	"HbA1c category"	1.1636045	.03654413	4.824641	1.403e-06	1.0941392	1.23748	"modela"	"positivetest"	""
"4.hba1ccat"	"HbA1c category"	1.4102784	.04068581	11.916576	9.701e-33	1.3327483	1.4923187	"modela"	"positivetest"	""
"5.hba1ccat"	"HbA1c category"	.91906975	.00893296	-8.6828246	3.861e-18	.90172719	.93674585	"modela"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0090137	.00027922	32.426258	1.17e-230	1.0084665	1.0095611	"modela"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"modela"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0394952	.00894268	4.5025723	6.714e-06	1.0221148	1.0571711	"modela"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.6066246	.00801187	-37.846151	0	.59112313	.62253258	"modela"	"positivetest"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"modela"	"positivetest"	""
"1.hypertension"	"Diagnosed hypertension"	.98134903	.01045468	-1.7672426	.07718761	.96107069	1.0020552	"modela"	"positivetest"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"modela"	"positivetest"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.91270621	.01268257	-6.5734086	4.918e-11	.88818427	.93790518	"modela"	"positivetest"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.90031613	.01040936	-9.0823624	1.062e-19	.88014358	.92095102	"modela"	"positivetest"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.90407528	.01153816	-7.9015525	2.755e-15	.8817414	.92697486	"modela"	"positivetest"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.70441099	.00954302	-25.864018	1.69e-147	.68595315	.7233655	"modela"	"positivetest"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"modela"	"positivetest"	""
"1.asthma"	"Asthma category"	.99837457	.01023544	-.15867495	.87392498	.97851369	1.0186386	"modela"	"positivetest"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"modela"	"positivetest"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4589728	.02104394	26.18814	3.63e-151	1.418305	1.5008067	"modela"	"positivetest"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"modela"	"positivetest"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2605009	.01556365	18.749945	1.938e-78	1.2303628	1.2913772	"modela"	"positivetest"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"modela"	"positivetest"	""
"1.dm_type"	"Diabetes Type"	1.0943268	.05121572	1.9260092	.05410323	.99841214	1.1994557	"modela"	"positivetest"	""
"2.dm_type"	"Diabetes Type"	1.1863769	.02257151	8.9828512	2.638e-19	1.1429522	1.2314514	"modela"	"positivetest"	""
"3.dm_type"	"Diabetes Type"	1.059367	.0230217	2.6538174	.00795869	1.0151928	1.1054635	"modela"	"positivetest"	""
"0b.cancer"	"Cancer"	1	0			1	1	"modela"	"positivetest"	""
"1.cancer"	"Cancer"	1.2598895	.01711534	17.006066	7.405e-65	1.2267866	1.2938855	"modela"	"positivetest"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"modela"	"positivetest"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.449117	.0508906	10.56298	4.424e-26	1.3527286	1.5523736	"modela"	"positivetest"	""
"0b.stroke"	"Stroke"	1	0			1	1	"modela"	"positivetest"	""
"1.stroke"	"Stroke"	1.5029788	.02545738	24.055384	7.33e-128	1.4539023	1.5537118	"modela"	"positivetest"	""
"0b.dementia"	"Dementia"	1	0			1	1	"modela"	"positivetest"	""
"1.dementia"	"Dementia"	2.8444586	.08806439	33.765288	6.38e-250	2.6769881	3.022406	"modela"	"positivetest"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"modela"	"positivetest"	""
"1.other_neuro"	"Neurological disease"	1.7299547	.04343379	21.830467	1.19e-105	1.6468866	1.8172126	"modela"	"positivetest"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"modela"	"positivetest"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2983266	.01790682	18.929222	6.552e-80	1.2637	1.333902	"modela"	"positivetest"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"modela"	"positivetest"	""
"1.esrf"	"end stage renal failure"	4.5579326	.18579899	37.211114	4.51e-303	4.2079409	4.9370346	"modela"	"positivetest"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"modela"	"positivetest"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.95699329	.03996818	-1.0525465	.29254888	.88177754	1.038625	"modela"	"positivetest"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"modela"	"positivetest"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0468988	.01631319	2.9412826	.00326856	1.0154088	1.0793653	"modela"	"positivetest"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"modela"	"positivetest"	""
"2.hh_total_cat"	"Number of people in household"	1.2472275	.01185165	23.249197	1.45e-119	1.2242137	1.270674	"modela"	"positivetest"	""
"3.hh_total_cat"	"Number of people in household"	1.3134425	.02121975	16.876361	6.716e-64	1.2725041	1.3556979	"modela"	"positivetest"	""
"4.hh_total_cat"	"Number of people in household"	2.8268611	.07017576	41.86033	0	2.6926116	2.967804	"modela"	"positivetest"	""
"9.hh_total_cat"	"Number of people in household"	1.0860267	.01322183	6.7785791	1.214e-11	1.0604191	1.1122527	"modela"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"modelb"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.0694003	.0258856	58.140029	0	2.0192824	2.1207622	"modelb"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.618679	.03530957	22.078221	5.12e-108	1.550932	1.6893852	"modelb"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.4192303	.04924647	10.089927	6.122e-24	1.325918	1.5191095	"modelb"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.1535577	.03345582	4.9254985	8.415e-07	1.0898143	1.2210294	"modelb"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.0379051	.00998551	3.8670587	.00011016	1.0185172	1.057662	"modelb"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"modelb"	"positivetest"	""
"1.male"	"Male"	.8661265	.00689213	-18.061682	6.385e-73	.85272297	.87974071	"modelb"	"positivetest"	""
"age1"	"Age spline 1"	1.0322648	.00119765	27.370015	6.24e-165	1.0299201	1.0346148	"modelb"	"positivetest"	""
"age2"	"Age spline 2"	.86965535	.00320266	-37.922999	0	.86340084	.87595516	"modelb"	"positivetest"	""
"age3"	"Age spline 3"	1.5407821	.0153271	43.45669	0	1.5110325	1.5711174	"modelb"	"positivetest"	""
