parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"16.ethnicity_16"	"Eth 16 categories"	1.6744412	.08288822	10.413303	2.156e-25	1.5196155	1.8450414	"model1"	"hes"
"17.ethnicity_16"	"Eth 16 categories"	.96637982	.01354364	-2.4401549	.01468096	.94019604	.99329281	"model1"	"hes"
"0b.male"	"Male"	1	0			1	1	"model1"	"hes"
"1.male"	"Male"	1.4519381	.01632083	33.173962	2.56e-241	1.4202997	1.4842814	"model1"	"hes"
"age1"	"Age spline 1"	1.0765296	.00341946	23.215981	3.14e-119	1.0698484	1.0832526	"model1"	"hes"
"age2"	"Age spline 2"	.93204189	.007757	-8.4562069	2.762e-17	.91696177	.94737	"model1"	"hes"
"age3"	"Age spline 3"	1.2482927	.02569456	10.774354	4.550e-27	1.1989346	1.2996827	"model1"	"hes"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"hes"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1345256	.0216212	6.6228402	3.524e-11	1.0929305	1.1777038	"model1"	"hes"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3321423	.02513062	15.202291	3.415e-52	1.2837867	1.3823193	"model1"	"hes"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5823579	.02940111	24.698708	1.10e-134	1.5257694	1.6410451	"model1"	"hes"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.896517	.03550463	34.187283	3.74e-256	1.8281904	1.9673972	"model1"	"hes"
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"hes"
"2.ethnicity_16"	"Eth 16 categories"	1.1389644	.07194676	2.0598763	.03941037	1.0063313	1.2890785	"model2"	"hes"
"3.ethnicity_16"	"Eth 16 categories"	1.05827	.02814515	2.1295192	.03321132	1.0045196	1.1148965	"model2"	"hes"
"4.ethnicity_16"	"Eth 16 categories"	1.4320597	.16186335	3.1772006	.00148704	1.1474961	1.7871912	"model2"	"hes"
"5.ethnicity_16"	"Eth 16 categories"	1.9183029	.23899162	5.2288898	1.705e-07	1.5026931	2.4488606	"model2"	"hes"
"6.ethnicity_16"	"Eth 16 categories"	2.0211459	.25562028	5.5637564	2.640e-08	1.5774068	2.589713	"model2"	"hes"
"7.ethnicity_16"	"Eth 16 categories"	1.5833466	.16355634	4.4486945	8.639e-06	1.2931493	1.9386674	"model2"	"hes"
"8.ethnicity_16"	"Eth 16 categories"	1.4848299	.04783479	12.270433	1.306e-34	1.393974	1.5816075	"model2"	"hes"
"9.ethnicity_16"	"Eth 16 categories"	1.6459471	.0582867	14.07185	5.657e-45	1.5355816	1.7642448	"model2"	"hes"
"10.ethnicity_16"	"Eth 16 categories"	1.3392683	.10978721	3.5635442	.00036588	1.1404858	1.5726977	"model2"	"hes"
"11.ethnicity_16"	"Eth 16 categories"	1.9485623	.0852324	15.250889	1.624e-52	1.7884703	2.1229846	"model2"	"hes"
"12.ethnicity_16"	"Eth 16 categories"	1.5783344	.08227172	8.7551916	2.038e-18	1.4250483	1.7481088	"model2"	"hes"
"13.ethnicity_16"	"Eth 16 categories"	2.188895	.10258657	16.715381	1.013e-62	1.9967874	2.3994851	"model2"	"hes"
"14.ethnicity_16"	"Eth 16 categories"	1.6741109	.13437069	6.4198494	1.364e-10	1.4304196	1.9593183	"model2"	"hes"
"15.ethnicity_16"	"Eth 16 categories"	.9973321	.11984149	-.02223222	.98226271	.78805705	1.2621819	"model2"	"hes"
"16.ethnicity_16"	"Eth 16 categories"	1.7866855	.08862536	11.700091	1.273e-31	1.6211596	1.9691121	"model2"	"hes"
"17.ethnicity_16"	"Eth 16 categories"	1.0660507	.01519131	4.4884611	7.174e-06	1.0366883	1.0962449	"model2"	"hes"
"0b.male"	"Male"	1	0			1	1	"model2"	"hes"
"1.male"	"Male"	1.4149211	.01655232	29.668463	1.96e-193	1.3828482	1.4477378	"model2"	"hes"
"age1"	"Age spline 1"	1.0829866	.00350214	24.653074	3.41e-134	1.0761443	1.0898725	"model2"	"hes"
"age2"	"Age spline 2"	.86465536	.00734059	-17.129662	8.917e-66	.8503871	.87916303	"model2"	"hes"
"age3"	"Age spline 3"	1.5021538	.03163856	19.31903	3.716e-83	1.4414058	1.565462	"model2"	"hes"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0904973	.02079109	4.5439633	5.521e-06	1.0504995	1.132018	"model2"	"hes"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2259742	.02319049	10.770572	4.740e-27	1.1813539	1.2722798	"model2"	"hes"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3872085	.02595477	17.4929	1.623e-68	1.3372595	1.4390232	"model2"	"hes"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5631504	.02972154	23.493551	4.75e-122	1.5059694	1.6225026	"model2"	"hes"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"hes"
"2.bmicat_sa"	"BMI with SA categories"	.62609792	.02404333	-12.19338	3.371e-34	.58070362	.67504074	"model2"	"hes"
"3.bmicat_sa"	"BMI with SA categories"	.62958157	.02410918	-12.082839	1.301e-33	.58405819	.67865318	"model2"	"hes"
"4.bmicat_sa"	"BMI with SA categories"	.81183522	.03171623	-5.3358636	9.509e-08	.75199288	.87643972	"model2"	"hes"
"5.bmicat_sa"	"BMI with SA categories"	1.0315271	.04271391	.74961361	.45348745	.95111652	1.1187358	"model2"	"hes"
"6.bmicat_sa"	"BMI with SA categories"	1.3613319	.06036947	6.9558561	3.504e-12	1.2480062	1.4849482	"model2"	"hes"
"7.bmicat_sa"	"BMI with SA categories"	.79961666	.03320093	-5.3857699	7.214e-08	.73712145	.86741039	"model2"	"hes"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"hes"
"1.hba1ccat"	"HbA1c category"	1.0145796	.02490382	.58968513	.55540177	.96692457	1.0645834	"model2"	"hes"
"2.hba1ccat"	"HbA1c category"	1.1586422	.04203062	4.0591532	.00004925	1.0791241	1.2440199	"model2"	"hes"
"3.hba1ccat"	"HbA1c category"	1.2356532	.04338172	6.0270532	1.670e-09	1.1534861	1.3236735	"model2"	"hes"
"4.hba1ccat"	"HbA1c category"	1.7668746	.05609186	17.92999	6.879e-72	1.6602869	1.8803049	"model2"	"hes"
"5.hba1ccat"	"HbA1c category"	.96604995	.01528453	-2.1830647	.02903104	.93655254	.9964764	"model2"	"hes"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0125807	.00023771	53.255445	0	1.0121149	1.0130467	"model2"	"hes"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"hes"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.07967	.01377224	6.0093735	1.862e-09	1.0530115	1.1070033	"model2"	"hes"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.78369736	.01638326	-11.658999	2.065e-31	.75223571	.81647488	"model2"	"hes"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"hes"
"1.hypertension"	"Diagnosed hypertension"	1.0662504	.01460817	4.6821764	2.838e-06	1.0379999	1.0952697	"model2"	"hes"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"hes"
"2.bp_cat"	"Blood pressure four levels non-missing"	.79140849	.01577046	-11.739852	7.963e-32	.76109477	.82292957	"model2"	"hes"
"3.bp_cat"	"Blood pressure four levels non-missing"	.76104769	.01281239	-16.21954	3.669e-59	.73634564	.78657841	"model2"	"hes"
"4.bp_cat"	"Blood pressure four levels non-missing"	.77528904	.01344885	-14.672338	9.695e-49	.74937284	.80210152	"model2"	"hes"
"5.bp_cat"	"Blood pressure four levels non-missing"	.4505135	.01208269	-29.730534	3.10e-194	.42744353	.47482861	"model2"	"hes"
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"hes"
"1.asthma"	"Asthma category"	1.1243191	.01672216	7.8784687	3.314e-15	1.0920174	1.1575763	"model2"	"hes"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"hes"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.8898639	.02857946	42.089932	0	1.8346712	1.946717	"model2"	"hes"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"hes"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3924049	.01917248	24.041293	1.03e-127	1.35533	1.4304939	"model2"	"hes"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"hes"
"1.dm_type"	"Diabetes Type"	1.7301426	.09284986	10.215102	1.697e-24	1.5574041	1.9220403	"model2"	"hes"
"2.dm_type"	"Diabetes Type"	1.2943882	.02814954	11.865259	1.793e-32	1.2403754	1.350753	"model2"	"hes"
"3.dm_type"	"Diabetes Type"	1.0751445	.02886693	2.6985799	.0069636	1.0200293	1.1332378	"model2"	"hes"
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"hes"
"1.cancer"	"Cancer"	1.5042118	.02222059	27.637573	3.94e-168	1.4612847	1.5483999	"model2"	"hes"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"hes"
"1.chronic_liver_disease"	"Chronic liver disease"	2.0203055	.07441814	19.091813	2.953e-81	1.8795892	2.1715565	"model2"	"hes"
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"hes"
"1.stroke"	"Stroke"	1.5602539	.02801258	24.77732	1.57e-135	1.506305	1.616135	"model2"	"hes"
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"hes"
"1.dementia"	"Dementia"	2.101141	.07360806	21.194095	1.083e-99	1.9617133	2.2504784	"model2"	"hes"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"hes"
"1.other_neuro"	"Neurological disease"	2.2262457	.06081788	29.295685	1.18e-188	2.1101799	2.3486955	"model2"	"hes"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"hes"
"1.egfr60"	"CKD defined by egfr<60"	1.3255623	.0197391	18.926498	6.900e-80	1.2874334	1.3648203	"model2"	"hes"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"hes"
"1.esrf"	"end stage renal failure"	4.9085315	.21418162	36.461345	4.55e-291	4.5061929	5.3467932	"model2"	"hes"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"hes"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1221887	.05547445	2.3320112	.0197001	1.018562	1.2363583	"model2"	"hes"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"hes"
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.2126954	.0236552	9.886315	4.773e-23	1.1672071	1.2599564	"model2"	"hes"
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"hes"
"2.ethnicity_16"	"Eth 16 categories"	1.1368809	.07180825	2.0310857	.0422463	1.0045023	1.286705	"model3"	"hes"
"3.ethnicity_16"	"Eth 16 categories"	1.0426263	.02776746	1.5673789	.11702615	.98959905	1.0984949	"model3"	"hes"
"4.ethnicity_16"	"Eth 16 categories"	1.4289099	.16151132	3.1576414	.00159051	1.1449659	1.7832701	"model3"	"hes"
"5.ethnicity_16"	"Eth 16 categories"	1.8640018	.23229834	4.9968578	5.827e-07	1.4600464	2.3797207	"model3"	"hes"
"6.ethnicity_16"	"Eth 16 categories"	1.9832549	.25086647	5.4132891	6.188e-08	1.547776	2.5412593	"model3"	"hes"
"7.ethnicity_16"	"Eth 16 categories"	1.5528002	.16042282	4.2595257	.00002049	1.2681666	1.9013185	"model3"	"hes"
"8.ethnicity_16"	"Eth 16 categories"	1.4099656	.04599717	10.531414	6.190e-26	1.3226345	1.503063	"model3"	"hes"
"9.ethnicity_16"	"Eth 16 categories"	1.480495	.05393121	10.771341	4.701e-27	1.378477	1.5900631	"model3"	"hes"
"10.ethnicity_16"	"Eth 16 categories"	1.2119153	.0999386	2.3307566	.0197662	1.0310491	1.424509	"model3"	"hes"
"11.ethnicity_16"	"Eth 16 categories"	1.8524049	.08148764	14.01414	1.277e-44	1.6993835	2.0192051	"model3"	"hes"
"12.ethnicity_16"	"Eth 16 categories"	1.5831354	.08253318	8.8122615	1.226e-18	1.4293632	1.7534505	"model3"	"hes"
"13.ethnicity_16"	"Eth 16 categories"	2.0989004	.09872392	15.762678	5.620e-56	1.9140563	2.3015953	"model3"	"hes"
"14.ethnicity_16"	"Eth 16 categories"	1.6254213	.13054177	6.0484562	1.462e-09	1.3886851	1.9025152	"model3"	"hes"
"15.ethnicity_16"	"Eth 16 categories"	.97159787	.11677294	-.23973803	.81053335	.76768602	1.2296726	"model3"	"hes"
"16.ethnicity_16"	"Eth 16 categories"	1.7368589	.08626639	11.11536	1.056e-28	1.5757489	1.9144413	"model3"	"hes"
"17.ethnicity_16"	"Eth 16 categories"	1.0676368	.01522287	4.5900861	4.431e-06	1.0382136	1.0978939	"model3"	"hes"
"0b.male"	"Male"	1	0			1	1	"model3"	"hes"
"1.male"	"Male"	1.4142892	.01654882	29.623309	7.49e-193	1.3822232	1.4470991	"model3"	"hes"
"age1"	"Age spline 1"	1.0833696	.00349976	24.788003	1.21e-135	1.0765318	1.0902507	"model3"	"hes"
"age2"	"Age spline 2"	.86760929	.00738388	-16.686675	1.638e-62	.85325717	.88220281	"model3"	"hes"
"age3"	"Age spline 3"	1.4837986	.03133599	18.685064	6.550e-78	1.4236349	1.5465048	"model3"	"hes"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"hes"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0888009	.0207608	4.4618667	8.125e-06	1.0488614	1.1302612	"model3"	"hes"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2195633	.02307759	10.489592	9.644e-26	1.1751605	1.2656438	"model3"	"hes"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3766081	.02577402	17.07126	2.429e-65	1.3270076	1.4280626	"model3"	"hes"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5581553	.02965833	23.300232	4.41e-120	1.501097	1.6173825	"model3"	"hes"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model3"	"hes"
"2.bmicat_sa"	"BMI with SA categories"	.63698803	.02447011	-11.740218	7.928e-32	.59078856	.68680028	"model3"	"hes"
"3.bmicat_sa"	"BMI with SA categories"	.64091946	.02455604	-11.610745	3.634e-31	.59455319	.6909016	"model3"	"hes"
"4.bmicat_sa"	"BMI with SA categories"	.82348803	.03218617	-4.9687959	6.737e-07	.76276003	.88905096	"model3"	"hes"
"5.bmicat_sa"	"BMI with SA categories"	1.0463049	.0433481	1.0925699	.27458267	.96470215	1.1348104	"model3"	"hes"
"6.bmicat_sa"	"BMI with SA categories"	1.380151	.06123191	7.2621432	3.810e-13	1.2652085	1.5055358	"model3"	"hes"
"7.bmicat_sa"	"BMI with SA categories"	.81184407	.03370971	-5.0201095	5.164e-07	.74839123	.88067679	"model3"	"hes"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model3"	"hes"
"1.hba1ccat"	"HbA1c category"	1.0157081	.02492775	.63506971	.52538295	.96800709	1.0657598	"model3"	"hes"
"2.hba1ccat"	"HbA1c category"	1.157752	.04199676	4.0381155	.00005388	1.0782978	1.2430608	"model3"	"hes"
"3.hba1ccat"	"HbA1c category"	1.2340391	.04332071	5.9904214	2.093e-09	1.1519872	1.3219352	"model3"	"hes"
"4.hba1ccat"	"HbA1c category"	1.7609005	.05589302	17.826233	4.422e-71	1.6546902	1.8739282	"model3"	"hes"
"5.hba1ccat"	"HbA1c category"	.96017593	.01518885	-2.5690134	.01019885	.93086309	.99041182	"model3"	"hes"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0123767	.00023389	53.243561	0	1.0119184	1.0128352	"model3"	"hes"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"hes"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0846246	.01384793	6.3625648	1.984e-10	1.05782	1.1121085	"model3"	"hes"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.78309145	.01638397	-11.686448	1.495e-31	.75162895	.81587093	"model3"	"hes"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"hes"
"1.hypertension"	"Diagnosed hypertension"	1.0685347	.01462613	4.8427937	1.280e-06	1.0402491	1.0975894	"model3"	"hes"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model3"	"hes"
"2.bp_cat"	"Blood pressure four levels non-missing"	.79548451	.01585204	-11.481803	1.628e-30	.76501401	.82716865	"model3"	"hes"
"3.bp_cat"	"Blood pressure four levels non-missing"	.76504366	.01288078	-15.907095	5.658e-57	.7402098	.7907107	"model3"	"hes"
"4.bp_cat"	"Blood pressure four levels non-missing"	.78121864	.01355447	-14.230222	5.949e-46	.75509901	.80824178	"model3"	"hes"
"5.bp_cat"	"Blood pressure four levels non-missing"	.45239855	.01213776	-29.563835	4.36e-192	.42922364	.47682472	"model3"	"hes"
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"hes"
"1.asthma"	"Asthma category"	1.129717	.01680344	8.2000116	2.404e-16	1.0972583	1.1631359	"model3"	"hes"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"hes"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.893255	.02861446	42.232491	0	1.8379942	1.9501772	"model3"	"hes"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"hes"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3953188	.01920823	24.198629	2.30e-129	1.3581748	1.4334788	"model3"	"hes"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"hes"
"1.dm_type"	"Diabetes Type"	1.7290575	.09276267	10.206596	1.853e-24	1.5564783	1.9207718	"model3"	"hes"
"2.dm_type"	"Diabetes Type"	1.2914212	.02807029	11.765907	5.849e-32	1.2375599	1.3476267	"model3"	"hes"
"3.dm_type"	"Diabetes Type"	1.0782178	.02893967	2.8058373	.0050186	1.0229632	1.1364569	"model3"	"hes"
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"hes"
"1.cancer"	"Cancer"	1.5135074	.02236228	28.04913	4.09e-173	1.4703067	1.5579775	"model3"	"hes"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"hes"
"1.chronic_liver_disease"	"Chronic liver disease"	2.01621	.07426466	19.037397	8.358e-81	1.8757838	2.1671488	"model3"	"hes"
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"hes"
"1.stroke"	"Stroke"	1.5515817	.02785905	24.464974	3.49e-132	1.4979286	1.6071566	"model3"	"hes"
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"hes"
"1.dementia"	"Dementia"	2.007769	.07055769	19.834315	1.506e-87	1.8741335	2.1509333	"model3"	"hes"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"hes"
"1.other_neuro"	"Neurological disease"	2.2073272	.06031367	28.977223	1.27e-184	2.0922242	2.3287625	"model3"	"hes"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"hes"
"1.egfr60"	"CKD defined by egfr<60"	1.3297584	.01979828	19.141943	1.130e-81	1.2915152	1.369134	"model3"	"hes"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"hes"
"1.esrf"	"end stage renal failure"	4.9273534	.21516623	36.521312	5.09e-292	4.5231781	5.3676443	"model3"	"hes"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"hes"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1283532	.05581916	2.4410808	.01464338	1.0240861	1.2432362	"model3"	"hes"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"hes"
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.213958	.02369312	9.9340901	2.959e-23	1.1683973	1.2612953	"model3"	"hes"
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"hes"
"2.hh_total_cat"	"Number of people in household"	1.0258387	.01569225	1.6676849	.09537829	.99553899	1.0570607	"model3"	"hes"
"3.hh_total_cat"	"Number of people in household"	1.2886732	.03629197	9.0054215	2.148e-19	1.2194697	1.3618039	"model3"	"hes"
"4.hh_total_cat"	"Number of people in household"	2.5519901	.10050408	23.789003	4.34e-125	2.3624163	2.7567764	"model3"	"hes"
