parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	comorbidity_cat
"1.male"	"Male"	1.8494008	.52650009	2.1597826	.0307895	1.0585348	3.2311486	"model0"	"cpnsdeath"	"4"	""
"age1"	"Age spline 1"	1.703106	.40818634	2.2215957	.02631064	1.0647135	2.724273	"model0"	"cpnsdeath"	"4"	""
"age2"	"Age spline 2"	.30776	.16112736	-2.2508603	.02439439	.11029776	.85873202	"model0"	"cpnsdeath"	"4"	""
"age3"	"Age spline 3"	16.272768	19.10767	2.3756309	.01751898	1.6291865	162.53692	"model0"	"cpnsdeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"cpnsdeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2075133	1.3146722	1.3296517	.18363305	.68702887	7.0930277	"model2"	"cpnsdeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	4.465797	2.8585511	2.3378387	.01939561	1.2736377	15.658568	"model2"	"cpnsdeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	12.847473	8.2842252	3.959512	.0000751	3.6303743	45.465716	"model2"	"cpnsdeath"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"cpnsdeath"	"4"	""
"1.male"	"Male"	2.8595085	1.0182254	2.9505666	.00317192	1.422958	5.7463317	"model2"	"cpnsdeath"	"4"	""
"age1"	"Age spline 1"	1.5668813	.51501926	1.3662912	.17184757	.82272383	2.9841324	"model2"	"cpnsdeath"	"4"	""
"age2"	"Age spline 2"	.36287429	.25551669	-1.4396134	.14997681	.09128208	1.4425366	"model2"	"cpnsdeath"	"4"	""
"age3"	"Age spline 3"	11.533999	18.035411	1.5638167	.11786062	.53824302	247.16183	"model2"	"cpnsdeath"	"4"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"cpnsdeath"	"4"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.60086257	.49934649	-.61294674	.53991155	.11786493	3.063132	"model2"	"cpnsdeath"	"4"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.84836734	.61743568	-.22594555	.82124377	.20374433	3.5325013	"model2"	"cpnsdeath"	"4"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4941627	.98919821	.60655675	.54414511	.4081942	5.4692644	"model2"	"cpnsdeath"	"4"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1159831	.75546967	.16210211	.87122545	.29609631	4.2061257	"model2"	"cpnsdeath"	"4"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0299025	.03002076	1.0108057	.31210943	.97271209	1.0904553	"model2"	"cpnsdeath"	"4"	""
"hba1c_pct"	"HbA1c %"	1.3731627	.10507493	4.1442116	.0000341	1.1819191	1.5953511	"model2"	"cpnsdeath"	"4"	""
"bp_map"	"Mean Arterial Pressure"	.9948011	.00915302	-.56651897	.57104104	.97702229	1.0129034	"model2"	"cpnsdeath"	"4"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"cpnsdeath"	"4"	""
"2.hh_total_cat"	"Number of people in household"	1.8797601	.69380622	1.7099871	.08726826	.91186374	3.8750287	"model2"	"cpnsdeath"	"4"	""
"3.hh_total_cat"	"Number of people in household"	.91061168	.69260341	-.12311306	.90201757	.20507685	4.0434287	"model2"	"cpnsdeath"	"4"	""
"4.hh_total_cat"	"Number of people in household"	7.8513569	5.3316672	3.034545	.00240899	2.0745039	29.714961	"model2"	"cpnsdeath"	"4"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"cpnsdeath"	"4"	""
"1.carehome"	"Care home y/n"	.84967586	.77017108	-.17971655	.8573751	.14378027	5.0211972	"model2"	"cpnsdeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"cpnsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	13.92657	4.302284	8.525653	1.520e-17	7.6012605	25.51542	"crude"	"cpnsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	54.685549	17.139806	12.767336	2.496e-37	29.585909	101.07884	"crude"	"cpnsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	118.47162	40.159503	14.085415	4.669e-45	60.964085	230.22611	"crude"	"cpnsdeath"	"5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"cpnsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.5139399	1.1854488	3.7252571	.00019512	1.8139962	6.8069458	"model0"	"cpnsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	6.7721341	2.4527786	5.2812954	1.283e-07	3.3299021	13.772717	"model0"	"cpnsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	10.696314	4.1999301	6.0356211	1.584e-09	4.9545942	23.091929	"model0"	"cpnsdeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"cpnsdeath"	"5"	""
"1.male"	"Male"	2.0170169	.43469528	3.2555647	.00113167	1.3220982	3.0771973	"model0"	"cpnsdeath"	"5"	""
"age1"	"Age spline 1"	1.1802022	.12610391	1.5506472	.12098626	.95720733	1.4551468	"model0"	"cpnsdeath"	"5"	""
"age2"	"Age spline 2"	.82799504	.2104345	-.74266578	.45768405	.50314749	1.3625742	"model0"	"cpnsdeath"	"5"	""
"age3"	"Age spline 3"	1.513473	.89604723	.6999562	.48395466	.47426744	4.8297655	"model0"	"cpnsdeath"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"cpnsdeath"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.4845991	1.0359552	2.1827793	.02905207	1.0973553	5.6255549	"model2"	"cpnsdeath"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	4.2521194	1.8720928	3.2875466	.00101064	1.7940912	10.077815	"model2"	"cpnsdeath"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	5.2721496	2.5472541	3.4408121	.00057997	2.0451599	13.590899	"model2"	"cpnsdeath"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"cpnsdeath"	"5"	""
"1.male"	"Male"	1.898482	.47154519	2.5809416	.00985313	1.1667691	3.0890719	"model2"	"cpnsdeath"	"5"	""
"age1"	"Age spline 1"	1.1082797	.18766155	.60716292	.5437428	.79527637	1.5444743	"model2"	"cpnsdeath"	"5"	""
"age2"	"Age spline 2"	.90156794	.3418116	-.27330952	.7846153	.42882715	1.8954601	"model2"	"cpnsdeath"	"5"	""
"age3"	"Age spline 3"	1.3176641	1.1337603	.32060701	.74850823	.24400777	7.1155053	"model2"	"cpnsdeath"	"5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"cpnsdeath"	"5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.51941177	.23258761	-1.4628681	.14350347	.21594935	1.2493142	"model2"	"cpnsdeath"	"5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.67087911	.28350397	-.94458059	.34487304	.29304789	1.535854	"model2"	"cpnsdeath"	"5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.789267	.30816333	-.60610882	.54444249	.36717977	1.6965597	"model2"	"cpnsdeath"	"5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.97332697	.38938932	-.06757787	.94612167	.44435181	2.1320165	"model2"	"cpnsdeath"	"5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0375693	.02256771	1.6956242	.08995707	.99426696	1.0827576	"model2"	"cpnsdeath"	"5"	""
"hba1c_pct"	"HbA1c %"	1.2856677	.088752	3.640034	.0002726	1.1229715	1.4719354	"model2"	"cpnsdeath"	"5"	""
"bp_map"	"Mean Arterial Pressure"	1.0110242	.00950931	1.1656726	.24374684	.99255703	1.029835	"model2"	"cpnsdeath"	"5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"cpnsdeath"	"5"	""
"2.hh_total_cat"	"Number of people in household"	.83947305	.24777466	-.59284413	.55328547	.47072837	1.4970736	"model2"	"cpnsdeath"	"5"	""
"3.hh_total_cat"	"Number of people in household"	1.2548919	.50077467	.56896344	.56938095	.57402064	2.7433746	"model2"	"cpnsdeath"	"5"	""
"4.hh_total_cat"	"Number of people in household"	7.8881382	3.667799	4.4418591	8.918e-06	3.1709237	19.622902	"model2"	"cpnsdeath"	"5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"cpnsdeath"	"5"	""
"1.carehome"	"Care home y/n"	1.0994679	.68851267	.15142565	.87963995	.3222108	3.7516731	"model2"	"cpnsdeath"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onscoviddeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	7.6072395	.27358175	56.421351	0	7.0894907	8.1627997	"crude"	"onscoviddeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	23.298983	.82339328	89.088346	0	21.739785	24.970009	"crude"	"onscoviddeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	56.236946	1.9854132	114.13792	0	52.477187	60.266075	"crude"	"onscoviddeath"	"1"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onscoviddeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7637452	.06637378	15.078525	2.242e-51	1.6383368	1.8987532	"model0"	"onscoviddeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.7424158	.10436474	26.509496	7.53e-155	2.545307	2.9547887	"model0"	"onscoviddeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.6887057	.18077285	40.076728	0	4.3474534	5.0567446	"model0"	"onscoviddeath"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	"1"	""
"1.male"	"Male"	1.4986832	.02997976	20.225231	5.871e-91	1.4410609	1.5586095	"model0"	"onscoviddeath"	"1"	""
"age1"	"Age spline 1"	1.1992404	.03398292	6.4116928	1.439e-10	1.134451	1.26773	"model0"	"onscoviddeath"	"1"	""
"age2"	"Age spline 2"	.80940687	.04988371	-3.4310191	.00060132	.71731081	.91332722	"model0"	"onscoviddeath"	"1"	""
"age3"	"Age spline 3"	1.6844021	.23097616	3.8024064	.0001433	1.2874296	2.2037791	"model0"	"onscoviddeath"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onscoviddeath"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4921722	.07539567	7.9210972	2.354e-15	1.3514809	1.6475098	"model2"	"onscoviddeath"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2212523	.11249941	15.75757	6.093e-56	2.011348	2.4530622	"model2"	"onscoviddeath"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.4229969	.1749476	24.076089	4.45e-128	3.0967207	3.7836502	"model2"	"onscoviddeath"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onscoviddeath"	"1"	""
"1.male"	"Male"	1.8420858	.04642811	24.238064	8.84e-130	1.7532994	1.9353682	"model2"	"onscoviddeath"	"1"	""
"age1"	"Age spline 1"	1.0650512	.0447221	1.5008828	.13338587	.98090754	1.1564129	"model2"	"onscoviddeath"	"1"	""
"age2"	"Age spline 2"	1.1292706	.10133423	1.3548002	.17548123	.94714422	1.3464181	"model2"	"onscoviddeath"	"1"	""
"age3"	"Age spline 3"	.72556558	.14405339	-1.615819	.10613345	.49167666	1.0707147	"model2"	"onscoviddeath"	"1"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onscoviddeath"	"1"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1978523	.04757265	4.5456487	5.477e-06	1.1081482	1.294818	"model2"	"onscoviddeath"	"1"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2188616	.04936058	4.8871754	1.023e-06	1.1258565	1.3195497	"model2"	"onscoviddeath"	"1"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4340626	.05752456	8.9873948	2.532e-19	1.3256347	1.5513592	"model2"	"onscoviddeath"	"1"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.7178653	.07015774	13.248812	4.584e-40	1.5857181	1.8610251	"model2"	"onscoviddeath"	"1"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0061284	.0024034	2.5576866	.0105371	1.0014288	1.01085	"model2"	"onscoviddeath"	"1"	""
"hba1c_pct"	"HbA1c %"	1.1816963	.01110793	17.760765	1.423e-70	1.1601245	1.2036692	"model2"	"onscoviddeath"	"1"	""
"bp_map"	"Mean Arterial Pressure"	.99404892	.00071763	-8.2679949	1.362e-16	.9926434	.99545644	"model2"	"onscoviddeath"	"1"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onscoviddeath"	"1"	""
"2.hh_total_cat"	"Number of people in household"	1.1894494	.0482976	4.272638	.00001932	1.0984566	1.2879797	"model2"	"onscoviddeath"	"1"	""
"3.hh_total_cat"	"Number of people in household"	2.6862828	.18498183	14.349912	1.067e-46	2.3471271	3.0744459	"model2"	"onscoviddeath"	"1"	""
"4.hh_total_cat"	"Number of people in household"	4.1504071	.25245651	23.397638	4.52e-121	3.6839584	4.6759157	"model2"	"onscoviddeath"	"1"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onscoviddeath"	"1"	""
"1.carehome"	"Care home y/n"	3.2612045	.19572666	19.696135	2.327e-86	2.8992905	3.6682955	"model2"	"onscoviddeath"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onscoviddeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	6.760511	.74663067	17.304409	4.357e-67	5.4446861	8.3943331	"crude"	"onscoviddeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	27.413564	2.9305456	30.972851	1.25e-210	22.231612	33.803374	"crude"	"onscoviddeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	56.13977	6.4466842	35.075747	1.58e-269	44.825466	70.309894	"crude"	"onscoviddeath"	"2"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onscoviddeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.5856644	.1900249	3.8468474	.00011965	1.2537296	2.0054815	"model0"	"onscoviddeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.2754847	.40194806	9.6685397	4.102e-22	2.5752605	4.1661028	"model0"	"onscoviddeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.9365898	.65612552	12.013141	3.031e-33	3.8044621	6.4056148	"model0"	"onscoviddeath"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	"2"	""
"1.male"	"Male"	1.5293868	.11348997	5.7254912	1.031e-08	1.3223698	1.7688124	"model0"	"onscoviddeath"	"2"	""
"age1"	"Age spline 1"	1.0860734	.04050416	2.2139894	.02682951	1.0095187	1.1684335	"model0"	"onscoviddeath"	"2"	""
"age2"	"Age spline 2"	1.0899891	.09885453	.95010177	.34206054	.91248141	1.3020279	"model0"	"onscoviddeath"	"2"	""
"age3"	"Age spline 3"	.74720625	.15913891	-1.3682787	.17122486	.4922127	1.1343006	"model0"	"onscoviddeath"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onscoviddeath"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2773775	.1806881	1.7306823	.08350845	.96808784	1.6854806	"model2"	"onscoviddeath"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2817509	.3314594	5.6788693	1.356e-08	1.7163985	3.0333208	"model2"	"onscoviddeath"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.4901045	.5406696	8.0684991	7.117e-16	2.5761701	4.7282707	"model2"	"onscoviddeath"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onscoviddeath"	"2"	""
"1.male"	"Male"	1.7096858	.1462513	6.269489	3.622e-10	1.4457798	2.021764	"model2"	"onscoviddeath"	"2"	""
"age1"	"Age spline 1"	1.0032672	.05171021	.06328682	.94953811	.90686818	1.1099134	"model2"	"onscoviddeath"	"2"	""
"age2"	"Age spline 2"	1.2978017	.15789413	2.1425773	.03214705	1.0224659	1.6472817	"model2"	"onscoviddeath"	"2"	""
"age3"	"Age spline 3"	.50885525	.14358936	-2.3941772	.0166577	.29268551	.88468222	"model2"	"onscoviddeath"	"2"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onscoviddeath"	"2"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3271871	.32337697	1.1617276	.24534614	.82325029	2.1395993	"model2"	"onscoviddeath"	"2"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.7013168	.37888255	2.3861855	.01702416	1.0995702	2.6323729	"model2"	"onscoviddeath"	"2"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	2.1546819	.46172878	3.5822472	.00034065	1.4157233	3.2793512	"model2"	"onscoviddeath"	"2"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	2.4028691	.52251721	4.0314607	.00005543	1.5690313	3.6798372	"model2"	"onscoviddeath"	"2"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0476918	.00845429	5.7735617	7.761e-09	1.031252	1.0643936	"model2"	"onscoviddeath"	"2"	""
"hba1c_pct"	"HbA1c %"	1.1081741	.03080595	3.6948935	.00021998	1.049411	1.1702278	"model2"	"onscoviddeath"	"2"	""
"bp_map"	"Mean Arterial Pressure"	.99539501	.00248697	-1.8473795	.06469215	.99053256	1.0002813	"model2"	"onscoviddeath"	"2"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onscoviddeath"	"2"	""
"2.hh_total_cat"	"Number of people in household"	.99645969	.09706545	-.03640884	.97095637	.82327309	1.2060784	"model2"	"onscoviddeath"	"2"	""
"3.hh_total_cat"	"Number of people in household"	1.1080214	.12328888	.92187003	.35659637	.89091336	1.3780369	"model2"	"onscoviddeath"	"2"	""
"4.hh_total_cat"	"Number of people in household"	.79160746	.19330467	-.95698909	.33857276	.49051554	1.2775179	"model2"	"onscoviddeath"	"2"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onscoviddeath"	"2"	""
"1.carehome"	"Care home y/n"	14.576863	3.7169001	10.508156	7.923e-26	8.843402	24.027511	"model2"	"onscoviddeath"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onscoviddeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	11.100618	2.2460524	11.89607	1.241e-32	7.4665268	16.503487	"crude"	"onscoviddeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	39.664187	8.1449436	17.923022	7.797e-72	26.522008	59.318574	"crude"	"onscoviddeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	101.1054	21.387331	21.822221	1.43e-105	66.790613	153.04998	"crude"	"onscoviddeath"	"3"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onscoviddeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	3.5158403	.76848791	5.7520627	8.816e-09	2.2907336	5.396146	"model0"	"onscoviddeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	6.7835201	1.5760751	8.2401044	1.721e-16	4.3021738	10.696022	"model0"	"onscoviddeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	11.742068	2.8651187	10.094801	5.825e-24	7.2785943	18.942692	"model0"	"onscoviddeath"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	"3"	""
"1.male"	"Male"	1.7816348	.21051557	4.8877618	1.020e-06	1.4133244	2.2459264	"model0"	"onscoviddeath"	"3"	""
"age1"	"Age spline 1"	1.1065508	.06905824	1.6223389	.1047308	.97914974	1.2505286	"model0"	"onscoviddeath"	"3"	""
"age2"	"Age spline 2"	.96978331	.14368064	-.20709468	.83593592	.72537542	1.296542	"model0"	"onscoviddeath"	"3"	""
"age3"	"Age spline 3"	1.0334921	.35778325	.09516029	.92418751	.52436151	2.0369646	"model0"	"onscoviddeath"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onscoviddeath"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.3562027	.64161195	3.1473642	.0016475	1.3817325	4.0179202	"model2"	"onscoviddeath"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	3.8227416	1.0993704	4.6628266	3.119e-06	2.1756074	6.7169072	"model2"	"onscoviddeath"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	6.2956855	1.8823198	6.1536879	7.570e-10	3.5038536	11.312018	"model2"	"onscoviddeath"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"onscoviddeath"	"3"	""
"1.male"	"Male"	2.4871344	.36532061	6.2030603	5.538e-10	1.8649674	3.316861	"model2"	"onscoviddeath"	"3"	""
"age1"	"Age spline 1"	1.1507991	.18313695	.88260367	.37745044	.84244241	1.5720228	"model2"	"onscoviddeath"	"3"	""
"age2"	"Age spline 2"	.91515559	.30777328	-.26363166	.79206376	.47340174	1.7691311	"model2"	"onscoviddeath"	"3"	""
"age3"	"Age spline 3"	1.1374407	.84558416	.17322989	.86247073	.26493388	4.8833745	"model2"	"onscoviddeath"	"3"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onscoviddeath"	"3"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	2.2694521	1.2438468	1.4952832	.13484056	.77516188	6.6443062	"model2"	"onscoviddeath"	"3"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	2.9661097	1.5643402	2.0615121	.03925421	1.0550171	8.3390181	"model2"	"onscoviddeath"	"3"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	3.0790272	1.5976818	2.1673378	.03020911	1.1136073	8.513242	"model2"	"onscoviddeath"	"3"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	2.5394948	1.3246125	1.7867268	.07398165	.91360102	7.0589171	"model2"	"onscoviddeath"	"3"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0755402	.01293823	6.0536994	1.416e-09	1.0504784	1.1012	"model2"	"onscoviddeath"	"3"	""
"hba1c_pct"	"HbA1c %"	1.210985	.0456435	5.0790096	3.794e-07	1.1247498	1.3038318	"model2"	"onscoviddeath"	"3"	""
"bp_map"	"Mean Arterial Pressure"	.99706358	.00458939	-.63888827	.52289562	.98810899	1.0060993	"model2"	"onscoviddeath"	"3"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onscoviddeath"	"3"	""
"2.hh_total_cat"	"Number of people in household"	.92069841	.15437193	-.49277508	.62217152	.66282348	1.2789009	"model2"	"onscoviddeath"	"3"	""
"3.hh_total_cat"	"Number of people in household"	1.1873075	.30125388	.67666044	.49862142	.72208615	1.9522588	"model2"	"onscoviddeath"	"3"	""
"4.hh_total_cat"	"Number of people in household"	3.5754285	1.356671	3.3577779	.00078572	1.699596	7.5216045	"model2"	"onscoviddeath"	"3"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"onscoviddeath"	"3"	""
"1.carehome"	"Care home y/n"	5.0159186	2.0340199	3.9767327	.00006987	2.2655687	11.105132	"model2"	"onscoviddeath"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"onscoviddeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	8.8411286	3.0957079	6.2242579	4.838e-10	4.4510325	17.561218	"crude"	"onscoviddeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	40.689845	14.034871	10.744359	6.300e-27	20.696022	79.999117	"crude"	"onscoviddeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	101.80777	37.209312	12.649149	1.131e-36	49.736902	208.39301	"crude"	"onscoviddeath"	"4"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"onscoviddeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	2.4751833	.94625797	2.3707007	.0177544	1.1700236	5.2362471	"model0"	"onscoviddeath"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	5.4036639	2.2133576	4.1188094	.00003808	2.4212159	12.059884	"model0"	"onscoviddeath"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	9.4971861	4.1666846	5.1307277	2.886e-07	4.0192842	22.440947	"model0"	"onscoviddeath"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	"4"	""
"1.male"	"Male"	1.5422309	.3572467	1.87025	.06144911	.97943286	2.4284217	"model0"	"onscoviddeath"	"4"	""
"age1"	"Age spline 1"	1.8428609	.47414323	2.376025	.01750028	1.1129864	3.0513724	"model0"	"onscoviddeath"	"4"	""
"age2"	"Age spline 2"	.27920642	.15279852	-2.3312572	.0197398	.09552055	.81611994	"model0"	"onscoviddeath"	"4"	""
"age3"	"Age spline 3"	19.312106	23.374314	2.4461882	.01443756	1.8012829	207.051	"model0"	"onscoviddeath"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"onscoviddeath"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4568103	.65756129	.83357083	.40452287	.60144468	3.5286642	"model2"	"onscoviddeath"	"4"	"2"
