parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1680877	.08215843	2.208944	.02717854	1.0176665	1.3407426	"model1"	"hes"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2351936	.08436212	3.0927047	.00198341	1.0804361	1.412118	"model1"	"hes"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3549339	.09542001	4.3131909	.00001609	1.1802472	1.5554756	"model1"	"hes"
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"hes"
"2.eth5"	"Eth 5 categories"	1.3326235	.24741027	1.5466706	.12194268	.92613931	1.9175142	"model2"	"hes"
"3.eth5"	"Eth 5 categories"	1.1736325	.23594514	.79638376	.42580901	.79142177	1.7404289	"model2"	"hes"
"4.eth5"	"Eth 5 categories"	.9063202	.34458763	-.2587093	.79585954	.43018021	1.9094702	"model2"	"hes"
"5.eth5"	"Eth 5 categories"	1.3934217	.35266467	1.3108343	.18991376	.84849601	2.2883126	"model2"	"hes"
"6.eth5"	"Eth 5 categories"	1.0580477	.05083471	1.17441	.24023083	.96296083	1.1625239	"model2"	"hes"
"0b.male"	"Male"	1	0			1	1	"model2"	"hes"
"1.male"	"Male"	1.7493015	.07584431	12.89798	4.620e-38	1.6067903	1.9044525	"model2"	"hes"
"age1"	"Age spline 1"	1.0227734	.04417892	.52130585	.60215373	.93974835	1.1131335	"model2"	"hes"
"age2"	"Age spline 2"	1.1580018	.11322291	1.5003514	.1335234	.95605644	1.4026036	"model2"	"hes"
"age3"	"Age spline 3"	.61017422	.13749857	-2.19226	.02836074	.39232088	.94900016	"model2"	"hes"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1579972	.08169171	2.0793889	.03758162	1.0084605	1.3297075	"model2"	"hes"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1585867	.08148596	2.0929367	.0363548	1.0093961	1.3298278	"model2"	"hes"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2056015	.08248503	2.7328795	.00627833	1.0543047	1.3786099	"model2"	"hes"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.317367	.09301529	3.9037947	.0000947	1.1471126	1.5128907	"model2"	"hes"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"hes"
"2.bmicat_sa"	"BMI with SA categories"	1.1968726	.10728028	2.0049569	.04496766	1.004041	1.4267385	"model2"	"hes"
"3.bmicat_sa"	"BMI with SA categories"	1.2687957	.11785487	2.5629822	.01037774	1.0576111	1.5221499	"model2"	"hes"
"4.bmicat_sa"	"BMI with SA categories"	1.454288	.14689242	3.707848	.00020903	1.1930911	1.7726673	"model2"	"hes"
"5.bmicat_sa"	"BMI with SA categories"	1.3668672	.17671747	2.4172781	.01563707	1.0609074	1.7610642	"model2"	"hes"
"6.bmicat_sa"	"BMI with SA categories"	1.7449817	.27545704	3.5268958	.00042046	1.2806281	2.3777092	"model2"	"hes"
"7.bmicat_sa"	"BMI with SA categories"	1.1704966	.12306714	1.4973052	.13431386	.9525198	1.4383557	"model2"	"hes"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"hes"
"1.hba1ccat"	"HbA1c category"	1.2252876	.10081674	2.469317	.01353712	1.0428002	1.4397097	"model2"	"hes"
"2.hba1ccat"	"HbA1c category"	1.4088902	.18477415	2.6138438	.008953	1.0895399	1.8218438	"model2"	"hes"
"3.hba1ccat"	"HbA1c category"	1.3026472	.16958457	2.0309508	.04225999	1.0092842	1.6812802	"model2"	"hes"
"4.hba1ccat"	"HbA1c category"	1.2044623	.15808878	1.4173682	.15637529	.9312597	1.557814	"model2"	"hes"
"5.hba1ccat"	"HbA1c category"	.99727852	.05062891	-.0536802	.95718996	.90282475	1.1016141	"model2"	"hes"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0046773	.00120884	3.8782958	.00010519	1.0023108	1.0070494	"model2"	"hes"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"hes"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.191644	.05286193	3.9524777	.00007735	1.0924129	1.299889	"model2"	"hes"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.0698368	.09653572	.74812213	.45438649	.89641714	1.276806	"model2"	"hes"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"hes"
"1.hypertension"	"Diagnosed hypertension"	.92537853	.04147702	-1.7302433	.08358682	.84755353	1.0103497	"model2"	"hes"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"hes"
"2.bp_cat"	"Blood pressure four levels non-missing"	1.1553118	.07005154	2.3809987	.01726577	1.0258578	1.3011016	"model2"	"hes"
"3.bp_cat"	"Blood pressure four levels non-missing"	.99497381	.05551963	-.0903021	.92804715	.89189664	1.1099637	"model2"	"hes"
"4.bp_cat"	"Blood pressure four levels non-missing"	1.1434358	.06374034	2.4044961	.01619478	1.0250898	1.2754448	"model2"	"hes"
"5.bp_cat"	"Blood pressure four levels non-missing"	.76084346	.1041395	-1.9969325	.04583252	.58181935	.99495276	"model2"	"hes"
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"hes"
"1.asthma"	"Asthma category"	1.1872994	.0720991	2.8271804	.00469599	1.0540733	1.3373643	"model2"	"hes"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"hes"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3494155	.0696696	5.804273	6.465e-09	1.2195472	1.4931133	"model2"	"hes"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"hes"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.096089	.04869488	2.0651941	.03890464	1.0046859	1.1958076	"model2"	"hes"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"hes"
"1.dm_type"	"Diabetes Type"	1.3026488	.27326201	1.2604019	.20752443	.8635098	1.9651124	"model2"	"hes"
"2.dm_type"	"Diabetes Type"	1.0381357	.06967446	.55764764	.57708502	.91017678	1.184084	"model2"	"hes"
"3.dm_type"	"Diabetes Type"	.9628244	.1010192	-.36107853	.71804074	.78386148	1.1826462	"model2"	"hes"
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"hes"
"1.cancer"	"Cancer"	.99143382	.05549512	-.15369606	.87784939	.88841944	1.106393	"model2"	"hes"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"hes"
"1.chronic_liver_disease"	"Chronic liver disease"	.85694759	.1494803	-.88502832	.37614136	.60880228	1.2062359	"model2"	"hes"
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"hes"
"1.stroke"	"Stroke"	1.0679132	.05077069	1.3820734	.16694915	.97289993	1.1722055	"model2"	"hes"
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"hes"
"1.dementia"	"Dementia"	1.0593396	.05904792	1.0341835	.3010504	.94970554	1.1816299	"model2"	"hes"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"hes"
"1.other_neuro"	"Neurological disease"	1.0902754	.07539496	1.2498561	.21135212	.95208065	1.2485291	"model2"	"hes"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"hes"
"1.egfr60"	"CKD defined by egfr<60"	1.3026245	.05772001	5.9665495	2.423e-09	1.1942687	1.4208115	"model2"	"hes"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"hes"
"1.esrf"	"end stage renal failure"	1.6118873	.43820407	1.7560864	.07907366	.94608231	2.7462522	"model2"	"hes"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"hes"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.8707809	.42431232	2.7615855	.00575215	1.1993935	2.9179926	"model2"	"hes"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"hes"
"1.ra_sle_psoriasis"	"Autoimmune disease"	.98225512	.07609586	-.23110982	.81722948	.84388105	1.1433189	"model2"	"hes"
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"onsdeath"
"2.eth5"	"Eth 5 categories"	.62459001	.06838133	-4.298972	.00001716	.50396901	.77408069	"crude"	"onsdeath"
"3.eth5"	"Eth 5 categories"	.77164285	.08035532	-2.489389	.01279629	.62918179	.94636034	"crude"	"onsdeath"
"4.eth5"	"Eth 5 categories"	.52221607	.10264777	-3.3051875	.00094913	.35525195	.76765133	"crude"	"onsdeath"
"5.eth5"	"Eth 5 categories"	.8906008	.10710358	-.96340488	.33534438	.70358675	1.1273234	"crude"	"onsdeath"
"6.eth5"	"Eth 5 categories"	1.1343567	.01978416	7.228177	4.895e-13	1.0962357	1.1738033	"crude"	"onsdeath"
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"onsdeath"
"2.eth5"	"Eth 5 categories"	.90722177	.09996447	-.88366084	.37687932	.7310073	1.125914	"model0"	"onsdeath"
"3.eth5"	"Eth 5 categories"	1.1253316	.11697801	1.1359113	.25599371	.91790615	1.3796304	"model0"	"onsdeath"
"4.eth5"	"Eth 5 categories"	.80753924	.15889886	-1.0863673	.27731654	.54912772	1.1875554	"model0"	"onsdeath"
"5.eth5"	"Eth 5 categories"	1.1804858	.14216239	1.3778137	.16826081	.93229441	1.4947495	"model0"	"onsdeath"
"6.eth5"	"Eth 5 categories"	1.0743884	.01877325	4.1063267	.0000402	1.0382165	1.1118207	"model0"	"onsdeath"
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"
"1.male"	"Male"	1.5794766	.02635547	27.393498	3.28e-165	1.5286564	1.6319864	"model0"	"onsdeath"
"age1"	"Age spline 1"	.99826596	.03719054	-.04658531	.96284374	.92797147	1.0738853	"model0"	"onsdeath"
"age2"	"Age spline 2"	1.3450082	.10848673	3.6747412	.00023809	1.1483336	1.5753673	"model0"	"onsdeath"
"age3"	"Age spline 3"	.43633364	.07952238	-4.5505742	5.350e-06	.30527139	.62366488	"model0"	"onsdeath"
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"onsdeath"
"2.eth5"	"Eth 5 categories"	.89694875	.09888202	-.98651961	.3238782	.7226515	1.113285	"model1"	"onsdeath"
"3.eth5"	"Eth 5 categories"	1.1117016	.11560976	1.0182543	.3085571	.90671084	1.3630371	"model1"	"onsdeath"
"4.eth5"	"Eth 5 categories"	.80026664	.15748841	-1.1321954	.25755229	.54415493	1.1769198	"model1"	"onsdeath"
"5.eth5"	"Eth 5 categories"	1.175974	.14162503	1.3459593	.17831563	.92872196	1.4890515	"model1"	"onsdeath"
"6.eth5"	"Eth 5 categories"	1.076098	.01880918	4.1959655	.00002717	1.039857	1.1136021	"model1"	"onsdeath"
"0b.male"	"Male"	1	0			1	1	"model1"	"onsdeath"
"1.male"	"Male"	1.5780186	.02634067	27.328261	1.96e-164	1.5272272	1.6304991	"model1"	"onsdeath"
"age1"	"Age spline 1"	.99813267	.03715767	-.05020737	.95995714	.92789842	1.0736831	"model1"	"onsdeath"
"age2"	"Age spline 2"	1.344381	.10837302	3.6710948	.00024151	1.1479037	1.5744877	"model1"	"onsdeath"
"age3"	"Age spline 3"	.43729267	.07965726	-4.5408007	5.604e-06	.30599706	.6249239	"model1"	"onsdeath"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onsdeath"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0466191	.02600079	1.8341481	.06663202	.99687928	1.0988408	"model1"	"onsdeath"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0575008	.02643591	2.2364729	.02532081	1.0069362	1.1106046	"model1"	"onsdeath"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0897984	.02711796	3.4558192	.00054862	1.0379235	1.1442661	"model1"	"onsdeath"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0950597	.0294497	3.3766418	.00073377	1.0388341	1.1543283	"model1"	"onsdeath"
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"onsdeath"
"2.eth5"	"Eth 5 categories"	.91204206	.10082076	-.83287361	.40491602	.734378	1.1326874	"model2"	"onsdeath"
"3.eth5"	"Eth 5 categories"	1.1264442	.1173797	1.1426265	.2531937	.9183565	1.3816819	"model2"	"onsdeath"
"4.eth5"	"Eth 5 categories"	.81896695	.16123222	-1.0144198	.31038247	.55678566	1.2046051	"model2"	"onsdeath"
"5.eth5"	"Eth 5 categories"	1.1558733	.13937615	1.2013203	.22962698	.91258151	1.4640261	"model2"	"onsdeath"
"6.eth5"	"Eth 5 categories"	1.0896917	.01925396	4.8612772	1.166e-06	1.0526006	1.1280898	"model2"	"onsdeath"
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"
"1.male"	"Male"	1.5167259	.02647422	23.86466	7.13e-126	1.4657149	1.5695122	"model2"	"onsdeath"
"age1"	"Age spline 1"	1.0194872	.03901359	.5043346	.61402627	.94581924	1.0988931	"model2"	"onsdeath"
"age2"	"Age spline 2"	1.2472428	.10277628	2.6811639	.00733666	1.0612303	1.4658596	"model2"	"onsdeath"
"age3"	"Age spline 3"	.52621942	.09773905	-3.4566772	.00054688	.36565055	.75729923	"model2"	"onsdeath"
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0474012	.02603103	1.8634398	.06240042	.99760396	1.0996841	"model2"	"onsdeath"
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0568065	.02643642	2.2087071	.02719502	1.0062418	1.1099122	"model2"	"onsdeath"
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0795035	.02688681	3.0715186	.00212973	1.0280719	1.1335081	"model2"	"onsdeath"
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0934872	.02944887	3.3185318	.00090492	1.0372654	1.1527564	"model2"	"onsdeath"
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"onsdeath"
"2.bmicat_sa"	"BMI with SA categories"	.7704891	.02004094	-10.023955	1.196e-23	.73219402	.81078708	"model2"	"onsdeath"
"3.bmicat_sa"	"BMI with SA categories"	.6376288	.01845194	-15.550252	1.585e-54	.60247016	.67483922	"model2"	"onsdeath"
"4.bmicat_sa"	"BMI with SA categories"	.60969996	.02195766	-13.738823	5.943e-43	.56814749	.65429143	"model2"	"onsdeath"
"5.bmicat_sa"	"BMI with SA categories"	.58534864	.03253603	-9.634921	5.694e-22	.52493001	.65272134	"model2"	"onsdeath"
"6.bmicat_sa"	"BMI with SA categories"	.55114056	.04948438	-6.6354367	3.235e-11	.46220739	.65718531	"model2"	"onsdeath"
"7.bmicat_sa"	"BMI with SA categories"	.74542486	.02403056	-9.1136657	7.964e-20	.69978293	.7940437	"model2"	"onsdeath"
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"onsdeath"
"1.hba1ccat"	"HbA1c category"	1.0349599	.03652615	.97365994	.33022541	.96578989	1.109084	"model2"	"onsdeath"
"2.hba1ccat"	"HbA1c category"	1.0883987	.06644638	1.3875187	.16528366	.96565602	1.226743	"model2"	"onsdeath"
"3.hba1ccat"	"HbA1c category"	1.1128308	.06537738	1.8197344	.06879946	.99179553	1.2486368	"model2"	"onsdeath"
"4.hba1ccat"	"HbA1c category"	1.1168668	.06581411	1.8756492	.06070347	.99504386	1.2536044	"model2"	"onsdeath"
"5.hba1ccat"	"HbA1c category"	1.098611	.02030328	5.0888664	3.602e-07	1.0595294	1.1391342	"model2"	"onsdeath"
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0042341	.00053672	7.9054082	2.671e-15	1.0031827	1.0052866	"model2"	"onsdeath"
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"onsdeath"
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0744226	.01780666	4.3312847	.00001482	1.0400829	1.109896	"model2"	"onsdeath"
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.81901145	.03783859	-4.3215545	.00001549	.74810781	.89663515	"model2"	"onsdeath"
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"onsdeath"
"1.hypertension"	"Diagnosed hypertension"	.96666976	.01665114	-1.9679439	.04907449	.93457888	.99986255	"model2"	"onsdeath"
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"onsdeath"
"2.bp_cat"	"Blood pressure four levels non-missing"	.85207269	.01990881	-6.8513742	7.314e-12	.81393212	.89200051	"model2"	"onsdeath"
"3.bp_cat"	"Blood pressure four levels non-missing"	.85017271	.01755089	-7.8626461	3.761e-15	.81646022	.88527722	"model2"	"onsdeath"
"4.bp_cat"	"Blood pressure four levels non-missing"	.80525823	.01721757	-10.129923	4.070e-24	.77220972	.83972113	"model2"	"onsdeath"
"5.bp_cat"	"Blood pressure four levels non-missing"	.74852135	.03743803	-5.7912599	6.986e-09	.67862602	.82561557	"model2"	"onsdeath"
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"onsdeath"
"1.asthma"	"Asthma category"	.93972126	.024568	-2.3780663	.01740369	.89278175	.98912869	"model2"	"onsdeath"
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"onsdeath"
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2471227	.02667671	10.324116	5.482e-25	1.1959182	1.3005196	"model2"	"onsdeath"
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"onsdeath"
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.0935271	.01858504	5.2607064	1.435e-07	1.0577011	1.1305666	"model2"	"onsdeath"
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"onsdeath"
"1.dm_type"	"Diabetes Type"	1.2775262	.12684158	2.4668473	.01363085	1.0516148	1.5519687	"model2"	"onsdeath"
"2.dm_type"	"Diabetes Type"	1.0982197	.02955393	3.4815235	.00049857	1.0417962	1.1576992	"model2"	"onsdeath"
"3.dm_type"	"Diabetes Type"	.97754745	.03913039	-.56729775	.57051191	.90378468	1.0573304	"model2"	"onsdeath"
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"onsdeath"
"1.cancer"	"Cancer"	1.2271816	.02428036	10.346999	4.318e-25	1.1805039	1.275705	"model2"	"onsdeath"
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"onsdeath"
"1.chronic_liver_disease"	"Chronic liver disease"	1.1269216	.08584125	1.5686565	.11672799	.9706327	1.3083757	"model2"	"onsdeath"
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"onsdeath"
"1.stroke"	"Stroke"	1.0568938	.01948136	3.0019686	.0026824	1.0193925	1.0957747	"model2"	"onsdeath"
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"onsdeath"
"1.dementia"	"Dementia"	1.1504984	.02402354	6.7140135	1.893e-11	1.1043636	1.1985604	"model2"	"onsdeath"
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"onsdeath"
"1.other_neuro"	"Neurological disease"	1.1089111	.03193443	3.5897798	.00033096	1.0480544	1.1733015	"model2"	"onsdeath"
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"onsdeath"
"1.egfr60"	"CKD defined by egfr<60"	1.0917837	.01821075	5.2646171	1.405e-07	1.0566685	1.128066	"model2"	"onsdeath"
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"onsdeath"
"1.esrf"	"end stage renal failure"	1.7317094	.22436841	4.2381063	.00002254	1.3433505	2.2323417	"model2"	"onsdeath"
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"onsdeath"
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.5913511	.16403812	4.5069727	6.576e-06	1.3002393	1.9476403	"model2"	"onsdeath"
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"onsdeath"
"1.ra_sle_psoriasis"	"Autoimmune disease"	.98726663	.03006092	-.42087709	.67384483	.93007193	1.0479785	"model2"	"onsdeath"
