idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	dm_type
"model1_ons_noncoviddeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"1.male"	"Male"	1.3188814	.1031172	3.5400999	.00039998	1.1314992	1.5372951	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"age1"	"Age spline 1"	1.1454473	.04197542	3.7056512	.00021085	1.066062	1.2307441	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"age2"	"Age spline 2"	.87697277	.07830607	-1.470236	.14149786	.73617521	1.0446986	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"age3"	"Age spline 3"	1.402475	.29509227	1.6075346	.10793715	.92852865	2.1183364	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0230399	.22468649	.10371456	.91739587	.66519087	1.5733988	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2489709	.25099282	1.1062912	.26860048	.84235493	1.8518659	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3147418	.25445599	1.4138648	.15740161	.89970136	1.9212442	"model1"	"ons"	"noncoviddeath"	"3"	""
"model1_ons_noncoviddeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.347979	.2584414	1.5574718	.1193585	.92573446	1.9628171	"model1"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.dm_type"	"Diabetes Type"	2.4387957	.67467081	3.2226042	.00127031	1.4180717	4.1942339	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"2.dm_type"	"Diabetes Type"	1.2810918	.12345058	2.5706054	.01015209	1.0606093	1.5474089	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"3.dm_type"	"Diabetes Type"	.88234689	.14755619	-.74848343	.45416862	.63575774	1.2245797	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.male"	"Male"	.86170307	.07697951	-1.666155	.09568255	.72329635	1.0265947	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"age1"	"Age spline 1"	1.2089723	.06178249	3.7134701	.00020444	1.0937476	1.3363357	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"age2"	"Age spline 2"	.73835668	.08753262	-2.5586399	.01050825	.58526933	.93148669	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"age3"	"Age spline 3"	2.0351492	.55605943	2.6006469	.00930482	1.1913086	3.476708	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.109459	.25547002	.45109888	.65191829	.7064948	1.7422622	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1933179	.25626331	.82299781	.41050924	.78336083	1.8178183	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3841795	.28542197	1.5766382	.1148788	.92400026	2.0735415	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.320344	.27073305	1.355259	.17533506	.88338588	1.9734391	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.94424047	.00821017	-6.5985508	4.152e-11	.92828517	.96047001	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0126232	.00218856	5.8040682	6.472e-09	1.0083428	1.0169218	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1791348	.11242901	1.7281919	.08395383	.97814322	1.4214266	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.9385246	.25483818	5.0352035	4.773e-07	1.4982093	2.5082461	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.2030561	.13521577	1.6448012	.10001082	.96519775	1.499531	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"bp_map"	"Mean Arterial Pressure"	1.0034818	.00190849	1.8275698	.06761414	.99974824	1.0072294	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6822717	.2046293	4.276149	.00001902	1.325431	2.1351833	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.8829592	.17857733	6.6728544	2.509e-11	1.5635583	2.2676066	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.cancer"	"Cancer"	4.5146494	.40616441	16.754435	5.256e-63	3.7848174	5.385216	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	1.6576857	.40810575	2.0529767	.04007484	1.023163	2.6857127	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.stroke"	"Stroke"	1.6463729	.19508433	4.2076147	.00002581	1.305168	2.0767775	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.dementia"	"Dementia"	2.0327389	.35419467	4.0711869	.00004677	1.4446544	2.8602187	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.other_neuro"	"Neurological disease"	1.7033815	.34686112	2.615592	.00890729	1.1428283	2.538884	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.1979339	.11849536	1.8257663	.06788547	.98681336	1.4542219	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.esrf"	"end stage renal failure"	2.9213667	.66175603	4.732644	2.216e-06	1.8739999	4.5541003	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	2.0471053	.37048043	3.9586462	.00007538	1.4357925	2.9186948	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"3"	""
"model2_ons_noncoviddeath_eth5_3"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.85886227	.17674339	-.73933778	.45970192	.57379481	1.2855543	"model2"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.dm_type"	"Diabetes Type"	2.2913665	.65805095	2.8871364	.00388766	1.30509	4.0229875	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"2.dm_type"	"Diabetes Type"	1.2098837	.1207428	1.9091176	.05624693	.99493853	1.4712654	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"3.dm_type"	"Diabetes Type"	.83311894	.14247192	-1.0676484	.28567915	.59585801	1.1648533	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.male"	"Male"	.88281324	.08182322	-1.3447926	.17869222	.73616563	1.0586737	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"age1"	"Age spline 1"	1.1915164	.06057833	3.4465392	.00056782	1.078509	1.3163648	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"age2"	"Age spline 2"	.77156815	.09172433	-2.1814385	.029151	.61119967	.97401461	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"age3"	"Age spline 3"	1.8131246	.49838748	2.1647871	.030404	1.0579164	3.1074486	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.2044353	.30041363	.74576501	.45580938	.73871069	1.9637787	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3257779	.30831142	1.2126328	.22527023	.84047098	2.091312	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5381361	.34514553	1.9188352	.05500519	.99081349	2.3877983	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4923343	.33400074	1.7887489	.07365527	.9624051	2.3140585	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.95057337	.00842013	-5.7225333	1.049e-08	.93421264	.96722062	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0136191	.00267257	5.1304165	2.891e-07	1.0083944	1.0188708	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1278793	.11169226	1.2151959	.22429137	.92890082	1.3694806	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.9657454	.26636554	4.9878496	6.106e-07	1.5072538	2.5637054	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.2076108	.13959561	1.6319163	.10269712	.96278883	1.5146871	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"bp_map"	"Mean Arterial Pressure"	1.0022318	.00193333	1.155675	.24781414	.99844971	1.0060282	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.683355	.21036777	4.1673326	.00003082	1.3176547	2.1505513	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.9016969	.18570282	6.582071	4.639e-11	1.570437	2.302831	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.cancer"	"Cancer"	4.4148925	.41286975	15.879203	8.829e-57	3.6755123	5.3030092	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	1.6196555	.40965607	1.9065252	.0565821	.98657478	2.6589812	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.stroke"	"Stroke"	1.548569	.18943389	3.5750607	.00035015	1.2184409	1.968143	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.dementia"	"Dementia"	1.5964889	.29480501	2.5333637	.01129737	1.1116919	2.2927008	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.other_neuro"	"Neurological disease"	1.5614319	.32981621	2.1095965	.03489313	1.0321112	2.3622159	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.2242718	.12589275	1.9677605	.0490956	1.000802	1.4976403	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.esrf"	"end stage renal failure"	3.4227634	.78778717	5.3460291	8.990e-08	2.1800344	5.3739102	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	2.1067074	.39092893	4.0154687	.00005933	1.4643736	3.0307948	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.88646573	.18658954	-.57254271	.56695436	.5868067	1.3391488	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	"1"
"model3_ons_noncoviddeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.95498986	.09872141	-.44551263	.65594933	.77984158	1.1694755	"model3"	"ons"	"noncoviddeath"	"3"	"2"
"model3_ons_noncoviddeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	.95141008	.16503862	-.28714388	.77400216	.67719235	1.3366677	"model3"	"ons"	"noncoviddeath"	"3"	"3"
"model3_ons_noncoviddeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	1.130571	.30471267	.45533652	.64886715	.66662423	1.9174081	"model3"	"ons"	"noncoviddeath"	"3"	"4"
"model3_ons_noncoviddeath_eth5_3"	"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"ons"	"noncoviddeath"	"3"	""
"model3_ons_noncoviddeath_eth5_3"	"1.carehome"	"Care home y/n"	5.492841	1.3876822	6.7427223	1.554e-11	3.3477574	9.0123919	"model3"	"ons"	"noncoviddeath"	"3"	""
"crude_ons_noncoviddeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"crude"	"ons"	"noncoviddeath"	"4"	""
"crude_ons_noncoviddeath_eth5_4"	"1.dm_type"	"Diabetes Type"	4.7629202	3.4013505	2.1856778	.02883919	1.1749073	19.308254	"crude"	"ons"	"noncoviddeath"	"4"	""
"crude_ons_noncoviddeath_eth5_4"	"2.dm_type"	"Diabetes Type"	10.037949	1.5862582	14.594883	3.027e-48	7.3643242	13.682236	"crude"	"ons"	"noncoviddeath"	"4"	""
"crude_ons_noncoviddeath_eth5_4"	"3.dm_type"	"Diabetes Type"	7.2112019	1.865601	7.6365245	2.232e-14	4.3430455	11.973495	"crude"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"1.dm_type"	"Diabetes Type"	2.3713372	1.7040237	1.2015917	.22952177	.57986487	9.697501	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"2.dm_type"	"Diabetes Type"	1.5455627	.25846532	2.6035195	.0092272	1.1136269	2.1450308	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"3.dm_type"	"Diabetes Type"	1.8103329	.48130804	2.2323585	.02559128	1.0751076	3.048351	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"1.male"	"Male"	1.8600918	.27553967	4.1896726	.00002794	1.3913742	2.4867081	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"age1"	"Age spline 1"	1.0822338	.05705615	1.498978	.13387935	.97598943	1.2000437	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"age2"	"Age spline 2"	1.0752989	.14863687	.5252082	.59943847	.82010408	1.4099037	"model0"	"ons"	"noncoviddeath"	"4"	""
"model0_ons_noncoviddeath_eth5_4"	"age3"	"Age spline 3"	.83943418	.28053755	-.52372248	.60047158	.43603009	1.6160576	"model0"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"1.dm_type"	"Diabetes Type"	2.3598759	1.6970637	1.1939509	.23249719	.57645096	9.6608636	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"2.dm_type"	"Diabetes Type"	1.5325362	.25670465	2.5487518	.01081092	1.1036511	2.1280885	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"3.dm_type"	"Diabetes Type"	1.7157853	.46630356	1.9864797	.04698009	1.0072323	2.9227809	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"1.male"	"Male"	1.8895315	.28107755	4.2776932	.00001888	1.4116711	2.529151	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"age1"	"Age spline 1"	1.082617	.05712142	1.5045061	.13245111	.97625542	1.2005666	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"age2"	"Age spline 2"	1.0722448	.14850835	.50363328	.6145191	.8173359	1.406654	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"age3"	"Age spline 3"	.84757204	.28393215	-.49367775	.62153378	.43957057	1.6342731	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.88844777	.24690174	-.42561503	.67038839	.51532472	1.5317321	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.051352	.27302885	.19283141	.847091	.63197079	1.7490383	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1414721	.28553663	.52896265	.59683136	.69909986	1.8637662	"model1"	"ons"	"noncoviddeath"	"4"	""
"model1_ons_noncoviddeath_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0072127	.25402176	.02849623	.97726638	.61439246	1.651188	"model1"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.dm_type"	"Diabetes Type"	1.0637104	.79726944	.08240394	.9343255	.2448122	4.6218278	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"2.dm_type"	"Diabetes Type"	1.1453534	.20744701	.74929802	.4536776	.80309967	1.6334641	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"3.dm_type"	"Diabetes Type"	1.3425459	.38801467	1.0192158	.30810052	.76193847	2.365584	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1.male"	"Male"	1.4048466	.22634049	2.1098604	.03487038	1.0244444	1.9265017	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"age1"	"Age spline 1"	1.0655622	.05987293	1.1301589	.25840926	.95444433	1.1896166	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"age2"	"Age spline 2"	1.0276403	.1520918	.18422314	.85383841	.76888687	1.373472	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"age3"	"Age spline 3"	.96911111	.34738574	-.08753048	.93024986	.48001352	1.9565622	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.93414459	.27103193	-.23479785	.81436564	.52898968	1.649609	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	.99445732	.27326156	-.02022712	.98386219	.58034877	1.7040535	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0656703	.28172291	.24059423	.80986962	.63474223	1.7891566	"model2"	"ons"	"noncoviddeath"	"4"	""
"model2_ons_noncoviddeath_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.86419189	.23192857	-.54386497	.5865344	.51070242	1.4623538	"model2"	"ons"	"noncoviddeath"	"4"	""
