idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	hh_total_cat
"model2_onsdeath_eth5_1"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6677128	.01929802	44.199192	0	1.630315	1.7059684	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3926683	.01452667	31.754115	2.79e-221	1.3644856	1.4214331	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.dm_type"	"Diabetes Type"	2.0586153	.09212852	16.133869	1.475e-58	1.8857394	2.2473398	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"2.dm_type"	"Diabetes Type"	1.3341566	.01812174	21.225138	5.60e-100	1.2991073	1.3701516	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"3.dm_type"	"Diabetes Type"	.96517269	.02207398	-1.5499549	.12115233	.92286382	1.0094212	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.cancer"	"Cancer"	2.5906522	.02641013	93.375785	0	2.539403	2.6429357	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.chronic_liver_disease"	"Chronic liver disease"	2.7390671	.07646275	36.095114	2.71e-285	2.5932289	2.8931069	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.stroke"	"Stroke"	1.4124565	.01820968	26.785978	4.71e-158	1.3772133	1.4486015	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.dementia"	"Dementia"	1.6732014	.03445445	24.997106	6.57e-138	1.6070164	1.7421121	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.other_neuro"	"Neurological disease"	1.8918403	.04055753	29.739065	2.40e-194	1.8139959	1.9730252	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.egfr60"	"CKD defined by egfr<60"	1.2751881	.01407536	22.023595	1.71e-107	1.2478971	1.3030758	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.esrf"	"end stage renal failure"	3.1632745	.15720069	23.173252	8.48e-119	2.8696963	3.4868865	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_1"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.3269997	.06127642	6.1269158	8.960e-10	1.2121746	1.4527018	"model2"	"onsdeath"	"eth5"	""	""
"crude_onsdeath_eth5_2"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"onsdeath"	"eth5"	""	"1"
"crude_onsdeath_eth5_2"	"2.hh_total_cat"	"Number of people in household"	.48084381	.02335291	-15.076494	2.312e-51	.43718387	.5288639	"crude"	"onsdeath"	"eth5"	""	"2"
"crude_onsdeath_eth5_2"	"3.hh_total_cat"	"Number of people in household"	.52257705	.02999151	-11.307985	1.198e-29	.46698029	.58479293	"crude"	"onsdeath"	"eth5"	""	"3"
"crude_onsdeath_eth5_2"	"4.hh_total_cat"	"Number of people in household"	.66845645	.06687414	-4.0261237	.0000567	.54943545	.81326029	"crude"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_2"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	"1"
"model0_onsdeath_eth5_2"	"2.hh_total_cat"	"Number of people in household"	1.0234479	.05025426	.4720134	.63691722	.92954256	1.1268399	"model0"	"onsdeath"	"eth5"	""	"2"
"model0_onsdeath_eth5_2"	"3.hh_total_cat"	"Number of people in household"	1.0521453	.06085253	.87887537	.37946885	.93938816	1.1784369	"model0"	"onsdeath"	"eth5"	""	"3"
"model0_onsdeath_eth5_2"	"4.hh_total_cat"	"Number of people in household"	1.8057874	.18075742	5.9041255	3.545e-09	1.4840969	2.1972071	"model0"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_2"	"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_2"	"1.male"	"Male"	1.5332506	.06477481	10.116527	4.667e-24	1.4114083	1.6656111	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_2"	"age1"	"Age spline 1"	1.0804956	.02112913	3.959072	.00007524	1.0398668	1.1227117	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_2"	"age2"	"Age spline 2"	1.0895203	.05281672	1.7686211	.07695712	.99076715	1.1981166	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_2"	"age3"	"Age spline 3"	.81100776	.0927567	-1.8315443	.06701934	.64814364	1.014796	"model0"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	"1"
"model1_onsdeath_eth5_2"	"2.hh_total_cat"	"Number of people in household"	1.0242718	.05045425	.48685692	.62635973	.9300069	1.1280913	"model1"	"onsdeath"	"eth5"	""	"2"
"model1_onsdeath_eth5_2"	"3.hh_total_cat"	"Number of people in household"	1.0283512	.05976221	.48106272	.63047192	.91764402	1.1524145	"model1"	"onsdeath"	"eth5"	""	"3"
"model1_onsdeath_eth5_2"	"4.hh_total_cat"	"Number of people in household"	1.7439897	.17489741	5.5459042	2.924e-08	1.4327833	2.1227916	"model1"	"onsdeath"	"eth5"	""	"4"
"model1_onsdeath_eth5_2"	"0b.male"	"Male"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"1.male"	"Male"	1.5394564	.06523243	10.181542	2.397e-24	1.4167684	1.6727689	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"age1"	"Age spline 1"	1.0785438	.02109334	3.8661772	.00011055	1.0379839	1.1206885	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"age2"	"Age spline 2"	1.0984839	.05332959	1.9347907	.05301599	.99877862	1.2081424	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"age3"	"Age spline 3"	.79296877	.0908693	-2.0242932	.04293999	.63345194	.99265537	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0794757	.11249836	.73381855	.46305934	.88004375	1.3241021	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2165601	.1163991	2.048804	.04048128	1.0085363	1.4674914	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5000687	.13598448	4.4732625	7.704e-06	1.2558793	1.7917377	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_2"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.6990105	.1574681	5.7189602	1.072e-08	1.4167878	2.0374518	"model1"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	"1"
"model2_onsdeath_eth5_2"	"2.hh_total_cat"	"Number of people in household"	1.1050839	.05919906	1.8652551	.06214565	.99493932	1.227422	"model2"	"onsdeath"	"eth5"	""	"2"
"model2_onsdeath_eth5_2"	"3.hh_total_cat"	"Number of people in household"	1.0860681	.06979294	1.2848016	.19886162	.95754046	1.2318477	"model2"	"onsdeath"	"eth5"	""	"3"
"model2_onsdeath_eth5_2"	"4.hh_total_cat"	"Number of people in household"	1.8936249	.21336354	5.6666947	1.456e-08	1.5183962	2.3615807	"model2"	"onsdeath"	"eth5"	""	"4"
"model2_onsdeath_eth5_2"	"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.male"	"Male"	1.3376317	.06845446	5.6843328	1.313e-08	1.2099727	1.4787594	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"age1"	"Age spline 1"	1.1176869	.04063497	3.0603024	.00221114	1.0408152	1.2002362	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"age2"	"Age spline 2"	.93453666	.07701614	-.82154554	.4113356	.79514794	1.0983601	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"age3"	"Age spline 3"	1.1634576	.2180076	.80796757	.41910925	.80584809	1.6797626	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0192357	.11716104	.16575066	.86835318	.813634	1.276792	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1464481	.12075849	1.2974942	.19446121	.93259921	1.4093335	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3671401	.13691234	3.1226807	.00179212	1.1234905	1.6636297	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.533891	.15709259	4.1772203	.00002951	1.2549291	1.8748643	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.98876036	.00489751	-2.2820228	.022488	.97920786	.99840606	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"hba1c_pct"	"HbA1c %"	1.0037892	.02000743	.18975018	.8495049	.96533148	1.0437791	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0127476	.00127742	10.042589	9.904e-24	1.0102471	1.0152544	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.97975456	.05352167	-.37441107	.70809851	.88027459	1.0904768	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.1181047	.1092327	1.1426944	.25316551	.9232615	1.3540671	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.hypertension"	"Diagnosed hypertension"	1.0587736	.06242248	.96868703	.33270136	.94323194	1.1884685	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"bp_map"	"Mean Arterial Pressure"	.9974852	.00149891	-1.6756409	.09380855	.99455172	1.0004273	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6046537	.10330326	7.345882	2.044e-13	1.4144359	1.8204526	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.6486686	.08389011	9.8257315	8.724e-23	1.49218	1.8215686	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.dm_type"	"Diabetes Type"	2.1409993	.43564965	3.7412731	.00018309	1.4368598	3.1902056	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"2.dm_type"	"Diabetes Type"	1.2662401	.08053237	3.7115324	.00020601	1.1178409	1.4343401	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"3.dm_type"	"Diabetes Type"	.80476311	.07424074	-2.3545083	.01854723	.67165044	.96425705	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.cancer"	"Cancer"	2.9503611	.16502995	19.342411	2.362e-83	2.6440081	3.2922103	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.chronic_liver_disease"	"Chronic liver disease"	2.8423929	.33088625	8.9737641	2.866e-19	2.2625321	3.5708653	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.stroke"	"Stroke"	1.6917345	.10776626	8.2533881	1.540e-16	1.4931701	1.9167044	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.dementia"	"Dementia"	1.9580329	.22651665	5.8083204	6.310e-09	1.5608028	2.4563595	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.other_neuro"	"Neurological disease"	1.8928224	.20656969	5.8467016	5.014e-09	1.5283244	2.3442514	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.egfr60"	"CKD defined by egfr<60"	1.555424	.08566726	8.0206342	1.052e-15	1.3962643	1.7327264	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.esrf"	"end stage renal failure"	4.7578897	.57703216	12.861287	7.433e-38	3.7512973	6.0345828	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_2"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.94087011	.16410227	-.3494541	.72674843	.66844701	1.3243182	"model2"	"onsdeath"	"eth5"	""	""
"crude_onsdeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"onsdeath"	"eth5"	""	"1"
"crude_onsdeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.41052776	.03248183	-11.252372	2.254e-29	.35155529	.47939269	"crude"	"onsdeath"	"eth5"	""	"2"
"crude_onsdeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	.31033377	.04064498	-8.9340358	4.107e-19	.24007427	.40115522	"crude"	"onsdeath"	"eth5"	""	"3"
"crude_onsdeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	3.2234926	.37045935	10.184617	2.323e-24	2.5733714	4.0378564	"crude"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	"1"
"model0_onsdeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.85175585	.06880462	-1.9863315	.04699653	.72703493	.99787231	"model0"	"onsdeath"	"eth5"	""	"2"
"model0_onsdeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	.82081641	.10925707	-1.4834277	.13796081	.63233098	1.0654856	"model0"	"onsdeath"	"eth5"	""	"3"
"model0_onsdeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	5.3584585	.61897622	14.53225	7.569e-48	4.272817	6.7199408	"model0"	"onsdeath"	"eth5"	""	"4"
"model0_onsdeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_3"	"1.male"	"Male"	1.4404186	.09624708	5.4615412	4.720e-08	1.2636082	1.6419692	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_3"	"age1"	"Age spline 1"	1.129132	.03472305	3.9493139	.00007838	1.0630865	1.1992807	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_3"	"age2"	"Age spline 2"	.9558952	.07185183	-.60008987	.54844634	.82495064	1.1076246	"model0"	"onsdeath"	"eth5"	""	""
"model0_onsdeath_eth5_3"	"age3"	"Age spline 3"	1.0933311	.19397915	.50292501	.615017	.77220261	1.5480043	"model0"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	"1"
"model1_onsdeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.85249454	.06938594	-1.9607475	.04990849	.72679328	.99993623	"model1"	"onsdeath"	"eth5"	""	"2"
"model1_onsdeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	.81599178	.10944528	-1.5161251	.12948773	.62736166	1.0613377	"model1"	"onsdeath"	"eth5"	""	"3"
"model1_onsdeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	5.4192177	.6267648	14.611884	2.359e-48	4.3200629	6.7980307	"model1"	"onsdeath"	"eth5"	""	"4"
"model1_onsdeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"1.male"	"Male"	1.4481707	.09730267	5.5112492	3.563e-08	1.2694847	1.6520075	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"age1"	"Age spline 1"	1.1269799	.03469718	3.8827571	.00010328	1.0609858	1.1970788	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"age2"	"Age spline 2"	.96003486	.07239047	-.5408955	.58857961	.82813854	1.1129381	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"age3"	"Age spline 3"	1.0838621	.19304871	.45213521	.65117158	.76447786	1.5366789	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3378158	.27428016	1.4195546	.1557374	.89512204	1.9994494	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.7444336	.33206746	2.9230659	.00346603	1.2012161	2.5333066	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.7806942	.32972297	3.1161506	.00183229	1.2387289	2.5597787	"model1"	"onsdeath"	"eth5"	""	""
"model1_onsdeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.6939705	.31347123	2.848267	.0043958	1.1786639	2.4345667	"model1"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	"1"
"model2_onsdeath_eth5_3"	"2.hh_total_cat"	"Number of people in household"	.925821	.0892522	-.79949928	.42400097	.76642275	1.1183704	"model2"	"onsdeath"	"eth5"	""	"2"
"model2_onsdeath_eth5_3"	"3.hh_total_cat"	"Number of people in household"	1.0801264	.16985452	.49014946	.62402814	.7936326	1.4700418	"model2"	"onsdeath"	"eth5"	""	"3"
"model2_onsdeath_eth5_3"	"4.hh_total_cat"	"Number of people in household"	5.3104386	.78666687	11.27123	1.820e-29	3.9722524	7.0994375	"model2"	"onsdeath"	"eth5"	""	"4"
"model2_onsdeath_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1.male"	"Male"	1.1159297	.09565402	1.2796526	.20066734	.94335352	1.3200767	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"age1"	"Age spline 1"	1.2689346	.10763148	2.8080244	.00498465	1.0745831	1.4984369	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"age2"	"Age spline 2"	.67718721	.12306172	-2.1450429	.03194942	.47426853	.96692589	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"age3"	"Age spline 3"	2.4142582	.97438074	2.1838569	.02897276	1.0945703	5.325051	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3531784	.33389502	1.2257661	.22028671	.83429988	2.1947645	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.6296731	.37674924	2.1125427	.03463993	1.0359028	2.5637874	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.7879624	.40190704	2.5850335	.00973695	1.1508562	2.7777661	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5300993	.34386423	1.8926108	.05840964	.98497748	2.376911	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	.98945639	.00767275	-1.3668932	.17165877	.97453177	1.0046096	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"hba1c_pct"	"HbA1c %"	1.1353419	.0313624	4.5950975	4.325e-06	1.0755071	1.1985055	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0111828	.00259064	4.3406542	.00001421	1.0061179	1.0162731	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.256142	.11123218	2.5753076	.0100151	1.0560009	1.4942153	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.7409058	.23583356	4.0925805	.00004266	1.3349543	2.2703047	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.3725164	.15391973	2.8235599	.00474936	1.1016921	1.7099162	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"bp_map"	"Mean Arterial Pressure"	.99654174	.00249344	-1.384541	.16619287	.99166665	1.0014408	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.5039477	.1764514	3.478302	.0005046	1.1949923	1.8927811	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.755413	.15318905	6.4480989	1.133e-10	1.4794414	2.0828636	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"1.dm_type"	"Diabetes Type"	1.6377187	.43948794	1.8382609	.06602396	.96786809	2.7711652	"model2"	"onsdeath"	"eth5"	""	""
"model2_onsdeath_eth5_3"	"2.dm_type"	"Diabetes Type"	1.2417988	.13326139	2.0180279	.04358836	1.0062505	1.5324856	"model2"	"onsdeath"	"eth5"	""	""
