parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"ae"	""
"2.eth5"	"Eth 5 categories"	1.051279	.17975442	.29246506	.76993107	.75192429	1.4698124	"model3"	"ae"	""
"3.eth5"	"Eth 5 categories"	1.4590569	.31523551	1.7485895	.080362	.95535874	2.2283222	"model3"	"ae"	""
"4.eth5"	"Eth 5 categories"	1.5180265	.52048188	1.2174125	.22344732	.77522905	2.9725465	"model3"	"ae"	""
"5.eth5"	"Eth 5 categories"	1.5206938	.45813986	1.3913311	.16412506	.84255848	2.7446281	"model3"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"ae"	""
"1.male"	"Male"	1.5048623	.13347167	4.608014	4.065e-06	1.2647382	1.7905766	"model3"	"ae"	""
"age1"	"Age spline 1"	1.0659376	.02694046	2.5265048	.01152038	1.0144217	1.1200696	"model3"	"ae"	""
"age2"	"Age spline 2"	.92695026	.06283637	-1.1190042	.26313836	.8116241	1.0586635	"model3"	"ae"	""
"age3"	"Age spline 3"	1.1526917	.19921293	.82222224	.41095042	.82149518	1.6174145	"model3"	"ae"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"ae"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.63611989	.09581185	-3.0033909	.00266989	.47351279	.85456724	"model3"	"ae"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.81931135	.11521216	-1.4172242	.15641738	.62194559	1.0793084	"model3"	"ae"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.73218607	.10010377	-2.2800088	.02260716	.56007477	.95718727	"model3"	"ae"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.57591884	.08169111	-3.8900855	.00010021	.43613681	.76050107	"model3"	"ae"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"ae"	""
"2.hh_total_cat"	"Number of people in household"	.6299128	.06806168	-4.2774326	.00001891	.50969297	.77848853	"model3"	"ae"	""
"3.hh_total_cat"	"Number of people in household"	.78596448	.15416726	-1.227852	.21950252	.53510546	1.1544269	"model3"	"ae"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"ae"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0172461	.00769829	2.2594523	.02385526	1.002269	1.0324469	"model3"	"ae"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0057665	.00236334	2.4469972	.0144052	1.0011451	1.0104092	"model3"	"ae"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"ae"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.056217	.10180833	.56742316	.57042672	.87439204	1.2758515	"model3"	"ae"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.63690654	.12373149	-2.322199	.02022223	.4352244	.93204779	"model3"	"ae"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model3"	"ae"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.1986805	.12594404	1.7247865	.08456596	.97559295	1.4727813	"model3"	"ae"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"ae"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3327834	.16853697	2.2717158	.02310368	1.0402099	1.7076473	"model3"	"ae"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.0538611	.12188316	.45360002	.65011674	.84011467	1.3219899	"model3"	"ae"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model3"	"ae"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.1589284	.8318496	.20549037	.83718902	.28384785	4.7318135	"model3"	"ae"	""
"3.diabcat"	"Diabetes and HbA1c combined"	2.8468536	.98760447	3.0158017	.00256301	1.4423613	5.6189635	"model3"	"ae"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.174851	.159625	1.1860116	.23561772	.90018446	1.5333246	"model3"	"ae"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.3000473	.19137728	1.7825169	.07466498	.9742166	1.7348534	"model3"	"ae"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.0230609	.32052324	.07277082	.94198849	.55363235	1.8905209	"model3"	"ae"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"ae"	""
"1.cancer"	"Cancer"	1.0474966	.13505872	.35989644	.71892458	.81358545	1.3486588	"model3"	"ae"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"ae"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.8801047	.29985766	-.37485134	.70777103	.45136116	1.7161075	"model3"	"ae"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"ae"	""
"1.stroke"	"Stroke"	1.126001	.17842297	.74892392	.45390306	.82539103	1.536094	"model3"	"ae"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"ae"	""
"1.dementia"	"Dementia"	.49139752	.22367522	-1.5609188	.11854292	.20136384	1.1991802	"model3"	"ae"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"ae"	""
"1.other_neuro"	"Neurological disease"	1.2215675	.32470545	.75292314	.4514961	.72553634	2.0567228	"model3"	"ae"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"ae"	""
"1.egfr60"	"CKD defined by egfr<60"	1.3812276	.17787675	2.5079091	.01214479	1.0731146	1.777806	"model3"	"ae"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"ae"	""
"1.esrf"	"end stage renal failure"	1.4712207	.40807522	1.3919669	.16393242	.85423717	2.5338283	"model3"	"ae"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model3"	"ae"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	.78601187	.30306051	-.62449111	.53230511	.36917611	1.6734958	"model3"	"ae"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"ae"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.96575788	.15877565	-.21192826	.832163	.6997232	1.3329389	"model3"	"ae"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.1790033	.08936739	2.1724456	.02982207	1.0162363	1.3678401	"crude"	"icu"	""
"3.eth5"	"Eth 5 categories"	2.2266361	.23559466	7.5655551	3.862e-14	1.8096134	2.7397612	"crude"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.0159746	.35210921	4.0141109	.00005967	1.4315766	2.8389356	"crude"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.8101089	.27639911	3.8860294	.0001019	1.3419253	2.4416367	"crude"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3121932	.10904288	3.2695653	.00107713	1.11497	1.5443026	"model0"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.8680241	.20678373	5.6449957	1.652e-08	1.503687	2.3206386	"model0"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.0037175	.35346302	3.9398524	.00008153	1.4180171	2.8313368	"model0"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6452716	.25720187	3.1850066	.00144751	1.211075	2.235137	"model0"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	""
"1.male"	"Male"	2.7044166	.16270191	16.536909	1.990e-61	2.4036099	3.0428686	"model0"	"icu"	""
"age1"	"Age spline 1"	1.0193027	.017008	1.145803	.25187666	.98650684	1.0531889	"model0"	"icu"	""
"age2"	"Age spline 2"	1.2880997	.05701868	5.7192788	1.070e-08	1.1810558	1.4048455	"model0"	"icu"	""
"age3"	"Age spline 3"	.3630917	.04178008	-8.8043903	1.316e-18	.28978148	.45494828	"model0"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3061406	.10950641	3.1855636	.00144472	1.1082186	1.5394103	"model1"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.8245007	.20593984	5.3272059	9.974e-08	1.462396	2.2762665	"model1"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.0083425	.35500151	3.9448756	.00007984	1.4202882	2.8398741	"model1"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6495294	.25821934	3.1971775	.0013878	1.2137016	2.2418585	"model1"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"icu"	""
"1.male"	"Male"	2.7038674	.1630526	16.494623	4.011e-61	2.4024535	3.0430971	"model1"	"icu"	""
"age1"	"Age spline 1"	1.0191006	.01704571	1.1311852	.25797713	.9862333	1.0530632	"model1"	"icu"	""
"age2"	"Age spline 2"	1.2883918	.05717095	5.710448	1.127e-08	1.1810733	1.4054619	"model1"	"icu"	""
"age3"	"Age spline 3"	.3631762	.04188948	-8.7814224	1.614e-18	.28969304	.455299	"model1"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.97806567	.09726891	-.22301061	.82352725	.80485153	1.1885576	"model1"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0012035	.09740314	.01236352	.99013559	.82739392	1.2115251	"model1"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0312708	.09747061	.32578779	.74458492	.85688271	1.2411495	"model1"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0141547	.0975242	.14616269	.88379296	.8399435	1.2244987	"model1"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3697642	.131289	3.2826871	.00102823	1.1351675	1.6528433	"model2"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.7871798	.21959896	4.7254594	2.296e-06	1.4046794	2.2738367	"model2"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.0879661	.38861322	3.9554514	.00007639	1.4497644	3.0071111	"model2"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6606688	.29846291	2.8222103	.00476939	1.1676192	2.361918	"model2"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	""
"1.male"	"Male"	2.7908352	.18333278	15.623765	5.015e-55	2.4536798	3.1743183	"model2"	"icu"	""
"age1"	"Age spline 1"	1.0052993	.02015379	.26364038	.79205704	.96656461	1.0455863	"model2"	"icu"	""
"age2"	"Age spline 2"	1.3000194	.06737767	5.0624787	4.138e-07	1.1744474	1.4390175	"model2"	"icu"	""
"age3"	"Age spline 3"	.37027595	.04928816	-7.4636922	8.413e-14	.28524654	.48065185	"model2"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.9231424	.09777562	-.75504854	.45021986	.75008896	1.1361211	"model2"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.93575015	.09716775	-.63951414	.52248852	.76343424	1.1469597	"model2"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.96190886	.09740834	-.38350187	.70134768	.78874466	1.1730902	"model2"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.92547731	.09604384	-.74626552	.45550704	.75514455	1.1342308	"model2"	"icu"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0590027	.00525497	11.552885	7.138e-31	1.0487531	1.0693525	"model2"	"icu"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99955895	.00251846	-.17508893	.86100976	.99463502	1.0045073	"model2"	"icu"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1604995	.07535674	2.2923098	.02188777	1.0218153	1.3180064	"model2"	"icu"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.5341722	.07675787	-4.3636662	.00001279	.40305831	.70793713	"model2"	"icu"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model2"	"icu"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.0616126	.07233243	.87751574	.38020657	.92890198	1.2132834	"model2"	"icu"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"	""
"chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0366589	.10677962	.34953128	.72669049	.84714756	1.268565	"model2"	"icu"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.71208121	.06468944	-3.7378075	.00018563	.59593874	.85085867	"model2"	"icu"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model2"	"icu"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.2862912	.75122565	.43108296	.66640805	.40946491	4.0407493	"model2"	"icu"	""
"3.diabcat"	"Diabetes and HbA1c combined"	1.6777104	.47741521	1.8183285	.06901394	.96049712	2.9304743	"model2"	"icu"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.0058393	.09759561	.06000625	.95215066	.83164381	1.2165217	"model2"	"icu"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.318995	.12571042	2.9050121	.00367239	1.0942513	1.5898979	"model2"	"icu"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.5601981	.23639775	2.9357138	.00332781	1.1593314	2.0996742	"model2"	"icu"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"	""
"1.cancer"	"Cancer"	.93037975	.09655127	-.69536601	.48682595	.75914685	1.1402359	"model2"	"icu"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.51952321	.1456299	-2.3361036	.01948584	.29991681	.8999308	"model2"	"icu"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"	""
"1.stroke"	"Stroke"	.78366068	.11010088	-1.7351373	.08271648	.5950288	1.0320913	"model2"	"icu"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"	""
"1.dementia"	"Dementia"	.07314314	.07334912	-2.6079928	.00910749	.01024649	.52212219	"model2"	"icu"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"	""
"1.other_neuro"	"Neurological disease"	.75561063	.16441456	-1.2878669	.1977923	.49326889	1.1574771	"model2"	"icu"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1505812	.12139689	1.3294313	.18370573	.93563766	1.4149036	"model2"	"icu"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"	""
"1.esrf"	"end stage renal failure"	1.5350965	.28997546	2.2689231	.023273	1.0600982	2.2229275	"model2"	"icu"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model2"	"icu"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	.9323183	.2084232	-.3134862	.7539113	.60155448	1.4449521	"model2"	"icu"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"icu"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0582519	.11724961	.51101696	.60933918	.8516864	1.3149172	"model2"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.2969618	.14032305	2.4033244	.01624677	1.0491379	1.6033259	"model3"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.6804876	.22198497	3.9296093	.00008508	1.2971654	2.1770844	"model3"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.1724338	.42003673	4.0126933	.00006003	1.4871954	3.1734017	"model3"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.4628564	.28952621	1.9219587	.05461096	.99250626	2.1561062	"model3"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"icu"	""
"1.male"	"Male"	2.8228664	.20014631	14.63648	1.644e-48	2.4566235	3.2437102	"model3"	"icu"	""
"age1"	"Age spline 1"	1.0045698	.0217795	.21030002	.83343352	.962777	1.0481768	"model3"	"icu"	""
"age2"	"Age spline 2"	1.3052873	.0734002	4.7378457	2.160e-06	1.16907	1.4573763	"model3"	"icu"	""
"age3"	"Age spline 3"	.3740701	.05404453	-6.8060109	1.003e-11	.28182139	.49651463	"model3"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.96292927	.10860376	-.33493281	.73767577	.7719547	1.2011492	"model3"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.9476962	.10587954	-.48084331	.63062786	.76132533	1.1796903	"model3"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0036202	.10905333	.03325665	.97346992	.81110649	1.2418265	"model3"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.90483411	.10250819	-.88272667	.37738397	.72466415	1.1297989	"model3"	"icu"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"icu"	""
"2.hh_total_cat"	"Number of people in household"	.98058836	.07140063	-.26921337	.78776549	.85017295	1.1310093	"model3"	"icu"	""
"3.hh_total_cat"	"Number of people in household"	1.1417108	.14266787	1.0605642	.28888801	.89369676	1.4585523	"model3"	"icu"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"icu"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0534395	.00570765	9.6086181	7.353e-22	1.0423119	1.0646859	"model3"	"icu"	""
