parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1902977	.06215339	3.3361658	.00084942	1.0745056	1.318568	"model3"	"cpnsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3108946	.06809103	5.2117291	1.871e-07	1.1840071	1.4513803	"model3"	"cpnsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5955674	.08124206	9.1762325	4.464e-20	1.4440234	1.7630153	"model3"	"cpnsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.719262	.09115141	10.221012	1.597e-24	1.5495773	1.9075277	"model3"	"cpnsdeath"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.hh_total_cat"	"Number of people in household"	1.0963274	.04561881	2.2101554	.02709438	1.010465	1.1894857	"model3"	"cpnsdeath"	""
"3.hh_total_cat"	"Number of people in household"	1.551178	.11435111	5.9552533	2.597e-09	1.3424929	1.7923023	"model3"	"cpnsdeath"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"cpnsdeath"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0316133	.0029941	10.723687	7.880e-27	1.0257616	1.0374984	"model3"	"cpnsdeath"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0113584	.00075917	15.046387	3.646e-51	1.0098716	1.0128475	"model3"	"cpnsdeath"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.2980887	.04644621	7.291494	3.065e-13	1.2101745	1.3923896	"model3"	"cpnsdeath"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.086111	.06701472	1.3387576	.18064961	.96239588	1.2257295	"model3"	"cpnsdeath"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.089175	.04106687	2.2655211	.02348072	1.0115875	1.1727133	"model3"	"cpnsdeath"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"cpnsdeath"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.8716454	.06736674	17.414838	6.367e-68	1.7441587	2.0084506	"model3"	"cpnsdeath"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3848415	.04602384	9.7967624	1.163e-22	1.2975115	1.4780493	"model3"	"cpnsdeath"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model3"	"cpnsdeath"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.6092239	.44928682	1.7040152	.08837825	.93103394	2.7814256	"model3"	"cpnsdeath"	""
"3.diabcat"	"Diabetes and HbA1c combined"	2.5804564	.41907708	5.8370783	5.312e-09	1.876972	3.5476051	"model3"	"cpnsdeath"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.3724526	.05524845	7.8647922	3.697e-15	1.2683292	1.4851239	"model3"	"cpnsdeath"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.9804199	.09181548	14.738676	3.638e-49	1.8083988	2.1688043	"model3"	"cpnsdeath"	""
"6.diabcat"	"Diabetes and HbA1c combined"	2.5349174	.19289006	12.223966	2.315e-34	2.1837008	2.9426221	"model3"	"cpnsdeath"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.cancer"	"Cancer"	1.4599214	.0530531	10.412378	2.177e-25	1.3595559	1.5676961	"model3"	"cpnsdeath"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.chronic_liver_disease"	"Chronic liver disease"	2.2310578	.20381495	8.7842913	1.574e-18	1.8653081	2.6685237	"model3"	"cpnsdeath"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.stroke"	"Stroke"	1.4911016	.06408612	9.2955812	1.464e-20	1.37064	1.6221502	"model3"	"cpnsdeath"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.dementia"	"Dementia"	1.7413584	.1553667	6.2167207	5.077e-10	1.4619841	2.0741191	"model3"	"cpnsdeath"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.other_neuro"	"Neurological disease"	2.4721106	.16434247	13.61449	3.284e-42	2.1701073	2.8161423	"model3"	"cpnsdeath"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.egfr60"	"CKD defined by egfr<60"	1.5373377	.05447851	12.135708	6.832e-34	1.4341854	1.647909	"model3"	"cpnsdeath"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.esrf"	"end stage renal failure"	5.5983127	.55444524	17.391977	9.490e-68	4.6105839	6.7976435	"model3"	"cpnsdeath"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	1.3119149	.15964265	2.2310389	.02567855	1.0335363	1.6652737	"model3"	"cpnsdeath"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"cpnsdeath"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1315158	.05864618	2.3839242	.01712913	1.022217	1.2525013	"model3"	"cpnsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"onsdeath"	""
"2.eth5"	"Eth 5 categories"	.40247913	.00836275	-43.801533	0	.38641772	.41920814	"crude"	"onsdeath"	""
"3.eth5"	"Eth 5 categories"	.45979903	.01531792	-23.32224	2.64e-120	.43073564	.49082344	"crude"	"onsdeath"	""
"4.eth5"	"Eth 5 categories"	.25950634	.01618896	-21.623828	1.07e-103	.22963965	.29325746	"crude"	"onsdeath"	""
"5.eth5"	"Eth 5 categories"	.237161	.01128185	-30.250217	5.18e-201	.2160485	.26033665	"crude"	"onsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"onsdeath"	""
"2.eth5"	"Eth 5 categories"	.94442566	.02046913	-2.6381512	.00833594	.90514708	.98540872	"model0"	"onsdeath"	""
"3.eth5"	"Eth 5 categories"	1.0276797	.03499242	.80186744	.42262964	.96133426	1.0986039	"model0"	"onsdeath"	""
"4.eth5"	"Eth 5 categories"	.90997988	.05698478	-1.5063836	.13196872	.80487387	1.0288114	"model0"	"onsdeath"	""
"5.eth5"	"Eth 5 categories"	.76775086	.0368146	-5.5116414	3.555e-08	.69888247	.84340559	"model0"	"onsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"onsdeath"	""
"1.male"	"Male"	1.3780665	.01071089	41.258975	0	1.3572326	1.3992202	"model0"	"onsdeath"	""
"age1"	"Age spline 1"	1.1762781	.0086753	22.013633	2.13e-107	1.1593971	1.1934048	"model0"	"onsdeath"	""
"age2"	"Age spline 2"	.84635973	.01374939	-10.268235	9.798e-25	.81983593	.87374164	"model0"	"onsdeath"	""
"age3"	"Age spline 3"	1.5617183	.05902639	11.794611	4.161e-32	1.4502099	1.6818008	"model0"	"onsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"onsdeath"	""
"2.eth5"	"Eth 5 categories"	.8454977	.0184238	-7.7019781	1.340e-14	.81014795	.88238989	"model1"	"onsdeath"	""
"3.eth5"	"Eth 5 categories"	.88621875	.03039632	-3.5217311	.00042874	.82860142	.94784255	"model1"	"onsdeath"	""
"4.eth5"	"Eth 5 categories"	.84284996	.0528984	-2.7240704	.00644828	.74529415	.9531754	"model1"	"onsdeath"	""
"5.eth5"	"Eth 5 categories"	.72919932	.03501239	-6.5773032	4.791e-11	.66370631	.80115502	"model1"	"onsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"onsdeath"	""
"1.male"	"Male"	1.3886053	.01082797	42.101978	0	1.3675443	1.4099908	"model1"	"onsdeath"	""
"age1"	"Age spline 1"	1.1754084	.00868185	21.880638	3.97e-106	1.1585149	1.1925483	"model1"	"onsdeath"	""
"age2"	"Age spline 2"	.85201835	.01387145	-9.8366322	7.829e-23	.82526	.87964432	"model1"	"onsdeath"	""
"age3"	"Age spline 3"	1.5316454	.05803334	11.252249	2.258e-29	1.4220229	1.6497185	"model1"	"onsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1628776	.0146616	11.968371	5.204e-33	1.1344935	1.1919718	"model1"	"onsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3038355	.01646675	21.007244	5.631e-98	1.2719575	1.3365125	"model1"	"onsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5442554	.01959403	34.247359	4.77e-257	1.5063254	1.5831405	"model1"	"onsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.889196	.02471541	48.626124	0	1.8413705	1.9382637	"model1"	"onsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"onsdeath"	""
"2.eth5"	"Eth 5 categories"	.89929086	.02147514	-4.4450753	8.786e-06	.85817017	.94238191	"model2"	"onsdeath"	""
"3.eth5"	"Eth 5 categories"	.90926419	.03395787	-2.5469452	.01086705	.8450855	.97831682	"model2"	"onsdeath"	""
"4.eth5"	"Eth 5 categories"	.90036511	.06136804	-1.5398526	.12359628	.78777385	1.0290483	"model2"	"onsdeath"	""
"5.eth5"	"Eth 5 categories"	.80039	.04250916	-4.1923146	.00002761	.72126335	.88819729	"model2"	"onsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"onsdeath"	""
"1.male"	"Male"	1.1837156	.01014934	19.670575	3.854e-86	1.1639894	1.203776	"model2"	"onsdeath"	""
"age1"	"Age spline 1"	1.2262755	.01140992	21.922818	1.57e-106	1.2041152	1.2488437	"model2"	"onsdeath"	""
"age2"	"Age spline 2"	.74444722	.01497431	-14.671544	9.809e-49	.71566911	.77438254	"model2"	"onsdeath"	""
"age3"	"Age spline 3"	2.0857269	.09677913	15.842819	1.576e-56	1.904413	2.2843033	"model2"	"onsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1271809	.01518269	8.888135	6.214e-19	1.0978127	1.1573347	"model2"	"onsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2284282	.01661246	15.213355	2.884e-52	1.1962961	1.2614233	"model2"	"onsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.399891	.01908086	24.679994	1.75e-134	1.3629884	1.4377928	"model2"	"onsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.594536	.02260128	32.917735	1.23e-237	1.5508479	1.6394547	"model2"	"onsdeath"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.96564721	.0008608	-39.214386	0	.96396154	.96733582	"model2"	"onsdeath"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0122181	.00019519	62.977836	0	1.0118356	1.0126007	"model2"	"onsdeath"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"onsdeath"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1501576	.01114247	14.440766	2.866e-47	1.1285248	1.1722051	"model2"	"onsdeath"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.6896493	.02532432	34.996261	2.56e-268	1.6407365	1.7400203	"model2"	"onsdeath"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model2"	"onsdeath"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.0206089	.01018664	2.0438353	.04096982	1.0008375	1.0407709	"model2"	"onsdeath"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"onsdeath"	""
"chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6515436	.01678464	49.366346	0	1.6189718	1.6847708	"model2"	"onsdeath"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"onsdeath"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4122933	.01302911	37.419633	1.87e-306	1.3869862	1.4380622	"model2"	"onsdeath"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model2"	"onsdeath"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.9280179	.15752653	8.0350226	9.356e-16	1.642724	2.2628592	"model2"	"onsdeath"	""
"3.diabcat"	"Diabetes and HbA1c combined"	2.2434805	.11311747	16.025784	8.442e-58	2.032377	2.4765114	"model2"	"onsdeath"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.2249334	.01453528	17.097871	1.539e-65	1.1967735	1.2537559	"model2"	"onsdeath"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.5247361	.02350655	27.361147	7.96e-165	1.4793532	1.5715112	"model2"	"onsdeath"	""
"6.diabcat"	"Diabetes and HbA1c combined"	2.4770128	.05307245	42.334254	0	2.3751465	2.5832479	"model2"	"onsdeath"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"onsdeath"	""
"1.cancer"	"Cancer"	2.6674686	.02354099	111.17345	0	2.6217258	2.7140094	"model2"	"onsdeath"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"onsdeath"	""
"1.chronic_liver_disease"	"Chronic liver disease"	2.8998286	.07023986	43.953779	0	2.7653777	3.0408163	"model2"	"onsdeath"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"onsdeath"	""
"1.stroke"	"Stroke"	1.5274643	.01744472	37.091315	3.88e-301	1.4936531	1.5620409	"model2"	"onsdeath"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"onsdeath"	""
"1.dementia"	"Dementia"	2.6003107	.0456555	54.427996	0	2.5123497	2.6913513	"model2"	"onsdeath"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"onsdeath"	""
"1.other_neuro"	"Neurological disease"	2.2106085	.04053104	43.265721	0	2.1325795	2.2914925	"model2"	"onsdeath"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"onsdeath"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1636672	.0113855	15.492023	3.927e-54	1.1415646	1.1861977	"model2"	"onsdeath"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"onsdeath"	""
"1.esrf"	"end stage renal failure"	3.5463536	.13648996	32.891796	2.88e-237	3.2886791	3.8242175	"model2"	"onsdeath"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model2"	"onsdeath"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	1.368821	.05162335	8.324548	8.465e-17	1.2712901	1.4738342	"model2"	"onsdeath"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"onsdeath"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0706564	.01571049	4.6526746	3.277e-06	1.040303	1.1018955	"model2"	"onsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"onsdeath"	""
"2.eth5"	"Eth 5 categories"	.89550643	.02494947	-3.9613414	.00007453	.84791752	.94576624	"model3"	"onsdeath"	""
"3.eth5"	"Eth 5 categories"	.93473318	.03918242	-1.6101361	.10736816	.86100712	1.0147722	"model3"	"onsdeath"	""
"4.eth5"	"Eth 5 categories"	.92024826	.07031223	-1.0877693	.27669698	.79226111	1.0689113	"model3"	"onsdeath"	""
"5.eth5"	"Eth 5 categories"	.7374494	.04683291	-4.7956869	1.621e-06	.6511414	.83519743	"model3"	"onsdeath"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"onsdeath"	""
"1.male"	"Male"	1.2467817	.01298843	21.172473	1.713e-99	1.221583	1.2725002	"model3"	"onsdeath"	""
"age1"	"Age spline 1"	1.2197592	.01224011	19.79635	3.201e-87	1.1960034	1.2439869	"model3"	"onsdeath"	""
"age2"	"Age spline 2"	.75858338	.01661943	-12.611655	1.821e-36	.72669934	.79186634	"model3"	"onsdeath"	""
"age3"	"Age spline 3"	1.9367346	.09842548	13.006673	1.121e-38	1.7531205	2.1395796	"model3"	"onsdeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"onsdeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1184611	.018394	6.8074312	9.936e-12	1.0829843	1.1551	"model3"	"onsdeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2046044	.01992087	11.256462	2.152e-29	1.1661862	1.2442882	"model3"	"onsdeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3454896	.02249092	17.75315	1.630e-70	1.3021225	1.390301	"model3"	"onsdeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5444907	.02678091	25.069391	1.07e-138	1.492883	1.5978824	"model3"	"onsdeath"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"onsdeath"	""
"2.hh_total_cat"	"Number of people in household"	1.1779636	.016889	11.423729	3.183e-30	1.1453225	1.2115349	"model3"	"onsdeath"	""
"3.hh_total_cat"	"Number of people in household"	1.8158044	.05071882	21.356554	3.39e-101	1.7190694	1.9179828	"model3"	"onsdeath"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"onsdeath"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	.97448447	.00103428	-24.352332	5.48e-131	.97245942	.97651373	"model3"	"onsdeath"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0131957	.00021352	62.207063	0	1.0127773	1.0136142	"model3"	"onsdeath"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"onsdeath"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1924928	.01444973	14.528537	7.991e-48	1.1645055	1.2211527	"model3"	"onsdeath"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.9167749	.03327983	37.474293	2.42e-307	1.852645	1.9831247	"model3"	"onsdeath"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model3"	"onsdeath"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.0804714	.01317887	6.3454351	2.218e-10	1.0549476	1.1066127	"model3"	"onsdeath"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"onsdeath"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"onsdeath"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.7451907	.02126707	45.696631	0	1.7040019	1.7873752	"model3"	"onsdeath"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"onsdeath"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5268468	.01724585	37.468066	3.05e-307	1.493417	1.561025	"model3"	"onsdeath"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model3"	"onsdeath"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.9046283	.17846994	6.8758194	6.163e-12	1.5850752	2.2886039	"model3"	"onsdeath"	""
"3.diabcat"	"Diabetes and HbA1c combined"	2.2589923	.13278732	13.863488	1.054e-43	2.0131666	2.5348356	"model3"	"onsdeath"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.2578355	.01788326	16.13453	1.459e-58	1.2232689	1.293379	"model3"	"onsdeath"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.5307357	.02788406	23.372078	8.22e-121	1.4770481	1.5863748	"model3"	"onsdeath"	""
"6.diabcat"	"Diabetes and HbA1c combined"	2.4865885	.06787975	33.368752	3.89e-244	2.3570431	2.6232538	"model3"	"onsdeath"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"onsdeath"	""
"1.cancer"	"Cancer"	3.3404911	.03541208	113.77547	0	3.2718008	3.4106236	"model3"	"onsdeath"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"onsdeath"	""
"1.chronic_liver_disease"	"Chronic liver disease"	3.0716271	.08345053	41.30594	0	2.9123454	3.2396201	"model3"	"onsdeath"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"onsdeath"	""
"1.stroke"	"Stroke"	1.500166	.02179092	27.921301	1.47e-171	1.4580588	1.5434892	"model3"	"onsdeath"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"onsdeath"	""
"1.dementia"	"Dementia"	1.959025	.05669967	23.233652	2.08e-119	1.8509889	2.0733668	"model3"	"onsdeath"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"onsdeath"	""
"1.other_neuro"	"Neurological disease"	2.1048783	.05060526	30.956698	2.06e-210	2.0079943	2.2064367	"model3"	"onsdeath"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"onsdeath"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2716302	.01541858	19.818457	2.063e-87	1.2417666	1.302212	"model3"	"onsdeath"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"onsdeath"	""
"1.esrf"	"end stage renal failure"	3.7090291	.15854685	30.664026	1.72e-206	3.4109442	4.0331638	"model3"	"onsdeath"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model3"	"onsdeath"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	1.3347351	.05743189	6.7102414	1.943e-11	1.2267865	1.4521823	"model3"	"onsdeath"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"onsdeath"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0899989	.01915574	4.903623	9.408e-07	1.0530936	1.1281976	"model3"	"onsdeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	.7801478	.02945546	-6.5756494	4.844e-11	.72450053	.84006922	"crude"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	.94641865	.05507951	-.9462598	.34401609	.84439413	1.0607703	"crude"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	.47925984	.05482139	-6.43	1.276e-10	.38300472	.59970539	"crude"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	.44191403	.03842416	-9.392127	5.880e-21	.37267162	.52402169	"crude"	"onscoviddeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	1.5611438	.06275072	11.081352	1.545e-28	1.4428746	1.6891074	"model0"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	1.7503045	.10548956	9.2881474	1.570e-20	1.5552934	1.9697672	"model0"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	1.5215978	.17515504	3.646526	.00026581	1.2142717	1.9067066	"model0"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	1.2662616	.11154168	2.6799405	.00736352	1.0654752	1.5048859	"model0"	"onscoviddeath"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"onscoviddeath"	""
"1.male"	"Male"	1.6506891	.03116384	26.547228	2.76e-155	1.5907254	1.7129133	"model0"	"onscoviddeath"	""
"age1"	"Age spline 1"	1.1655359	.02470501	7.2267908	4.945e-13	1.118107	1.2149767	"model0"	"onscoviddeath"	""
"age2"	"Age spline 2"	.90785333	.0417475	-2.1022673	.03552987	.82960874	.99347757	"model0"	"onscoviddeath"	""
"age3"	"Age spline 3"	1.2899941	.13703984	2.3969753	.01653104	1.0475195	1.5885956	"model0"	"onscoviddeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	1.3783673	.0558213	7.923816	2.303e-15	1.2731891	1.4922344	"model1"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	1.4884243	.09029451	6.5560264	5.526e-11	1.3215665	1.6763491	"model1"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	1.3929556	.16043721	2.8775385	.00400791	1.1114706	1.745728	"model1"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	1.1859267	.1048901	1.9280137	.05385342	.99717813	1.4104021	"model1"	"onscoviddeath"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"onscoviddeath"	""
"1.male"	"Male"	1.6682418	.03162541	26.995905	1.65e-160	1.6073945	1.7313924	"model1"	"onscoviddeath"	""
"age1"	"Age spline 1"	1.1640293	.02464731	7.173258	7.323e-13	1.1167101	1.2133535	"model1"	"onscoviddeath"	""
"age2"	"Age spline 2"	.91554035	.04209649	-1.9191161	.05496964	.8366413	1.0018799	"model1"	"onscoviddeath"	""
"age3"	"Age spline 3"	1.2590847	.13380235	2.1679308	.03016395	1.0223466	1.5506427	"model1"	"onscoviddeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"onscoviddeath"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.212164	.03842635	6.0695081	1.283e-09	1.1391417	1.2898672	"model1"	"onscoviddeath"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3739015	.04351227	10.029953	1.126e-23	1.291212	1.4618865	"model1"	"onscoviddeath"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.7183722	.05354448	17.374115	1.296e-67	1.6165673	1.8265883	"model1"	"onscoviddeath"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	2.0655076	.06602593	22.692141	5.36e-114	1.9400697	2.1990559	"model1"	"onscoviddeath"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"onscoviddeath"	""
"2.eth5"	"Eth 5 categories"	1.3329918	.05973166	6.4142935	1.415e-10	1.2209137	1.4553586	"model2"	"onscoviddeath"	""
"3.eth5"	"Eth 5 categories"	1.3558442	.09055665	4.5579412	5.166e-06	1.1894828	1.545473	"model2"	"onscoviddeath"	""
"4.eth5"	"Eth 5 categories"	1.3900429	.17431987	2.6261447	.00863581	1.0871321	1.7773545	"model2"	"onscoviddeath"	""
"5.eth5"	"Eth 5 categories"	1.2388493	.12226458	2.1702153	.02999054	1.0209669	1.5032296	"model2"	"onscoviddeath"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"onscoviddeath"	""
"1.male"	"Male"	1.4704186	.03078256	18.416782	9.636e-76	1.4113069	1.5320062	"model2"	"onscoviddeath"	""
"age1"	"Age spline 1"	1.1650324	.02885109	6.1681335	6.910e-10	1.1098356	1.2229743	"model2"	"onscoviddeath"	""
"age2"	"Age spline 2"	.8792514	.04700844	-2.4069282	.01608733	.79177956	.97638669	"model2"	"onscoviddeath"	""
"age3"	"Age spline 3"	1.3895336	.17122377	2.6696776	.00759241	1.0913917	1.7691206	"model2"	"onscoviddeath"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"onscoviddeath"	""
