parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"5.eth5"	"Eth 5 categories"	1.3059907	.04331311	8.049519	8.312e-16	1.2237988	1.3937027	"model2"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"1.male"	"Male"	.88905699	.00858464	-12.178459	4.049e-34	.87238962	.90604281	"model2"	"positivetest"	""
"age1"	"Age spline 1"	1.0362989	.00177342	20.835396	2.068e-96	1.0328289	1.0397806	"model2"	"positivetest"	""
"age2"	"Age spline 2"	.85229312	.00443335	-30.725665	2.59e-207	.84364806	.86102676	"model2"	"positivetest"	""
"age3"	"Age spline 3"	1.6551965	.02342526	35.606278	1.12e-277	1.6099148	1.7017519	"model2"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1048364	.01821893	6.0458602	1.486e-09	1.0696988	1.1411281	"model2"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2091076	.01972708	11.63824	2.634e-31	1.1710549	1.2483968	"model2"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3566077	.02157895	19.173688	6.140e-82	1.3149663	1.3995679	"model2"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4575067	.02364291	23.22398	2.61e-119	1.4118964	1.5045905	"model2"	"positivetest"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0263717	.00084595	31.581426	6.64e-219	1.024715	1.028031	"model2"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0087713	.00030227	29.145388	9.56e-187	1.0081791	1.0093639	"model2"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0426327	.01102399	3.9485552	.00007862	1.0212484	1.0644648	"model2"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.59583108	.00999102	-30.879751	2.23e-209	.57656733	.61573846	"model2"	"positivetest"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model2"	"positivetest"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.0220458	.01252488	1.7794182	.07517122	.99778991	1.0468913	"model2"	"positivetest"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	""
"chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4425733	.02518894	20.9854	8.917e-98	1.3940391	1.4927972	"model2"	"positivetest"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.311124	.01976987	17.964886	3.670e-72	1.2729427	1.3504505	"model2"	"positivetest"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model2"	"positivetest"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.0225957	.12176051	.18765615	.85114621	.80975078	1.2913875	"model2"	"positivetest"	""
"3.diabcat"	"Diabetes and HbA1c combined"	1.422029	.09279126	5.3957096	6.825e-08	1.2513109	1.6160384	"model2"	"positivetest"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.1640325	.02045586	8.6432575	5.463e-18	1.1246224	1.2048237	"model2"	"positivetest"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.4655584	.02942861	19.035542	8.659e-81	1.4089996	1.5243874	"model2"	"positivetest"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.8312266	.06042005	18.336073	4.265e-75	1.7165533	1.9535607	"model2"	"positivetest"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	""
"1.cancer"	"Cancer"	1.2719366	.02141743	14.285207	2.706e-46	1.2306443	1.3146143	"model2"	"positivetest"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4963456	.06267849	9.6215765	6.483e-22	1.3784056	1.6243768	"model2"	"positivetest"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	""
"1.stroke"	"Stroke"	1.5361199	.03219523	20.481119	3.173e-93	1.4742969	1.6005354	"model2"	"positivetest"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	""
"1.dementia"	"Dementia"	3.1444914	.12236088	29.441545	1.62e-190	2.9135857	3.3936966	"model2"	"positivetest"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	""
"1.other_neuro"	"Neurological disease"	1.7116295	.05418143	16.978294	1.189e-64	1.608663	1.8211866	"model2"	"positivetest"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"positivetest"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2665244	.02206017	13.56517	6.443e-42	1.224017	1.3105081	"model2"	"positivetest"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"positivetest"	""
"1.esrf"	"end stage renal failure"	4.8608257	.23869404	32.200126	1.76e-227	4.4148021	5.3519108	"model2"	"positivetest"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model2"	"positivetest"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	.91135667	.04617404	-1.8320462	.06694453	.82520548	1.006502	"model2"	"positivetest"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"positivetest"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0337108	.01984994	1.7265912	.08424111	.99552866	1.0733574	"model2"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.16849	.03593947	46.702938	0	2.0991818	2.2400866	"model3"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.799325	.04744412	22.27767	6.08e-110	1.7086982	1.8947585	"model3"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.5620176	.06456542	10.789459	3.861e-27	1.440462	1.6938308	"model3"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.3201887	.0465165	7.8835449	3.182e-15	1.2320948	1.4145811	"model3"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"positivetest"	""
"1.male"	"Male"	.8980013	.0095141	-10.154444	3.166e-24	.87954629	.91684354	"model3"	"positivetest"	""
"age1"	"Age spline 1"	1.0287337	.00187898	15.509818	2.977e-54	1.0250575	1.032423	"model3"	"positivetest"	""
"age2"	"Age spline 2"	.8799081	.00497538	-22.626126	2.40e-113	.87021037	.88971389	"model3"	"positivetest"	""
"age3"	"Age spline 3"	1.4945419	.02313513	25.957774	1.49e-148	1.4498788	1.5405808	"model3"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.108959	.020067	5.7153766	1.095e-08	1.0703177	1.1489953	"model3"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1988968	.02151215	10.10973	5.002e-24	1.1574666	1.2418101	"model3"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3433025	.02349282	16.875385	6.828e-64	1.2980376	1.3901458	"model3"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4475488	.02584239	20.718182	2.375e-95	1.3977746	1.4990956	"model3"	"positivetest"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"positivetest"	""
"2.hh_total_cat"	"Number of people in household"	1.278624	.01552588	20.241423	4.228e-91	1.2485531	1.3094192	"model3"	"positivetest"	""
"3.hh_total_cat"	"Number of people in household"	1.3148611	.02657286	13.544582	8.530e-42	1.2637973	1.3679882	"model3"	"positivetest"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"positivetest"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0272535	.00092114	29.986155	1.49e-197	1.0254497	1.0290605	"model3"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0080717	.00036441	22.239054	1.44e-109	1.0073577	1.0087862	"model3"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0438185	.01211382	3.6953476	.00021959	1.0203438	1.0678332	"model3"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.58680679	.01068741	-29.268366	2.62e-188	.5662293	.60813208	"model3"	"positivetest"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model3"	"positivetest"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.0376517	.0139828	2.7427851	.00609205	1.0106047	1.0654226	"model3"	"positivetest"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"positivetest"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4847193	.02908896	20.17258	1.705e-90	1.4287868	1.5428414	"model3"	"positivetest"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3181972	.02238478	16.268727	1.645e-59	1.2750459	1.3628088	"model3"	"positivetest"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model3"	"positivetest"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.0490475	.13478758	.37266903	.70939479	.8155075	1.3494673	"model3"	"positivetest"	""
"3.diabcat"	"Diabetes and HbA1c combined"	1.4144974	.10071278	4.8703973	1.114e-06	1.2302582	1.6263276	"model3"	"positivetest"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.160511	.0228501	7.560326	4.021e-14	1.1165788	1.2061718	"model3"	"positivetest"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.5110631	.03322278	18.775886	1.189e-78	1.4473307	1.5776019	"model3"	"positivetest"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.7815846	.06617022	15.54885	1.620e-54	1.6565013	1.916113	"model3"	"positivetest"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"positivetest"	""
"1.cancer"	"Cancer"	1.3256088	.02492494	14.991083	8.397e-51	1.2776461	1.3753721	"model3"	"positivetest"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4963612	.06886127	8.7580126	1.987e-18	1.3673033	1.6376006	"model3"	"positivetest"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"positivetest"	""
"1.stroke"	"Stroke"	1.5025213	.03639309	16.809325	2.085e-63	1.4328587	1.5755706	"model3"	"positivetest"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"positivetest"	""
"1.dementia"	"Dementia"	2.654911	.1347005	19.244804	1.561e-82	2.403605	2.9324919	"model3"	"positivetest"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"positivetest"	""
"1.other_neuro"	"Neurological disease"	1.5698733	.05857501	12.08715	1.235e-33	1.4591658	1.6889803	"model3"	"positivetest"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"positivetest"	""
"1.egfr60"	"CKD defined by egfr<60"	1.3257348	.02626911	14.230146	5.956e-46	1.2752353	1.3782342	"model3"	"positivetest"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"positivetest"	""
"1.esrf"	"end stage renal failure"	4.9409904	.26301583	30.011719	6.90e-198	4.4514691	5.4843436	"model3"	"positivetest"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model3"	"positivetest"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	.94005779	.05093056	-1.1409389	.25389535	.84535291	1.0453725	"model3"	"positivetest"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"positivetest"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0477271	.02212826	2.2075083	.02727856	1.0052419	1.0920078	"model3"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"ae"	""
"2.eth5"	"Eth 5 categories"	.7753681	.00497799	-39.627852	0	.76567255	.78518643	"crude"	"ae"	""
"3.eth5"	"Eth 5 categories"	.87988605	.00900349	-12.505456	6.970e-36	.86241531	.89771071	"crude"	"ae"	""
"4.eth5"	"Eth 5 categories"	.87119795	.01258471	-9.5453967	1.356e-21	.84687827	.89621602	"crude"	"ae"	""
"5.eth5"	"Eth 5 categories"	.58810912	.00752329	-41.496927	0	.57354706	.60304091	"crude"	"ae"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"ae"	""
"2.eth5"	"Eth 5 categories"	.920099	.00619329	-12.371504	3.728e-35	.90804009	.93231805	"model0"	"ae"	""
"3.eth5"	"Eth 5 categories"	1.0611952	.01104132	5.7086072	1.139e-08	1.0397738	1.0830579	"model0"	"ae"	""
"4.eth5"	"Eth 5 categories"	.99075606	.01439737	-.63908036	.52277065	.96293579	1.0193801	"model0"	"ae"	""
"5.eth5"	"Eth 5 categories"	.68038282	.00879055	-29.806471	3.22e-195	.66336998	.69783197	"model0"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"ae"	""
"1.male"	"Male"	.94958381	.00300988	-16.320718	7.030e-60	.94370285	.95550143	"model0"	"ae"	""
"age1"	"Age spline 1"	.98747522	.00045268	-27.493799	2.08e-166	.98658838	.98836287	"model0"	"ae"	""
"age2"	"Age spline 2"	.9925111	.00150989	-4.9412857	7.761e-07	.98955618	.99547484	"model0"	"ae"	""
"age3"	"Age spline 3"	1.1335107	.00483198	29.398117	5.80e-190	1.1240796	1.1430208	"model0"	"ae"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"ae"	""
"2.eth5"	"Eth 5 categories"	.8506887	.00578313	-23.787127	4.54e-125	.83942915	.86209927	"model1"	"ae"	""
"3.eth5"	"Eth 5 categories"	.95127264	.0099939	-4.7549424	1.985e-06	.93188525	.97106338	"model1"	"ae"	""
"4.eth5"	"Eth 5 categories"	.9406971	.01376704	-4.1772715	.0000295	.91409752	.96807071	"model1"	"ae"	""
"5.eth5"	"Eth 5 categories"	.65455074	.00850554	-32.614356	2.57e-233	.63809068	.67143539	"model1"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"ae"	""
"1.male"	"Male"	.94848164	.00302096	-16.606585	6.245e-62	.9425791	.95442114	"model1"	"ae"	""
"age1"	"Age spline 1"	.98825281	.00045662	-25.574804	2.91e-144	.98735826	.98914817	"model1"	"ae"	""
"age2"	"Age spline 2"	.99454044	.0015228	-3.5754028	.00034969	.99156028	.99752956	"model1"	"ae"	""
"age3"	"Age spline 3"	1.1253948	.00482455	27.556411	3.71e-167	1.1159785	1.1348906	"model1"	"ae"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ae"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1304777	.00621328	22.313847	2.71e-110	1.1183653	1.1427213	"model1"	"ae"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2631195	.00684742	43.08852	0	1.2497699	1.2766118	"model1"	"ae"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4429649	.00768618	68.842427	0	1.4279786	1.4581084	"model1"	"ae"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.7123339	.00921435	99.95189	0	1.694369	1.7304893	"model1"	"ae"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"ae"	""
"2.eth5"	"Eth 5 categories"	.93516928	.00720372	-8.7013767	3.279e-18	.9211563	.94939543	"model2"	"ae"	""
"3.eth5"	"Eth 5 categories"	1.0572395	.01249748	4.7087344	2.493e-06	1.0330265	1.0820201	"model2"	"ae"	""
"4.eth5"	"Eth 5 categories"	1.0003365	.01638223	.02054483	.98360875	.96873778	1.032966	"model2"	"ae"	""
"5.eth5"	"Eth 5 categories"	.77906693	.0113267	-17.171861	4.314e-66	.75718032	.80158618	"model2"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"ae"	""
"1.male"	"Male"	.93687784	.00332495	-18.372206	2.193e-75	.93038367	.94341734	"model2"	"ae"	""
"age1"	"Age spline 1"	.98446465	.00056612	-27.227766	3.05e-163	.98335571	.98557484	"model2"	"ae"	""
"age2"	"Age spline 2"	.97922107	.00179599	-11.448588	2.390e-30	.97570732	.98274748	"model2"	"ae"	""
"age3"	"Age spline 3"	1.1540383	.00584467	28.288345	4.81e-176	1.1426396	1.1655507	"model2"	"ae"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ae"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0883583	.00647404	14.234044	5.633e-46	1.0757431	1.1011215	"model2"	"ae"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1772845	.00693339	27.713037	4.86e-169	1.1637734	1.1909524	"model2"	"ae"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2806348	.00746473	42.435909	0	1.2660875	1.2953493	"model2"	"ae"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4410862	.00858801	61.314411	0	1.424352	1.4580171	"model2"	"ae"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0103356	.00031485	32.996559	9.10e-239	1.0097187	1.0109529	"model2"	"ae"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0125261	.00004683	269.14182	0	1.0124343	1.0126179	"model2"	"ae"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ae"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.111685	.00457587	25.722262	6.59e-146	1.1027525	1.1206898	"model2"	"ae"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.4124037	.00693122	70.361816	0	1.3988838	1.4260541	"model2"	"ae"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model2"	"ae"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.1476242	.0051971	30.405577	4.64e-203	1.1374832	1.1578557	"model2"	"ae"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"ae"	""
"chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4651257	.00893419	62.634845	0	1.4477192	1.4827414	"model2"	"ae"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ae"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5608892	.00852382	81.535639	0	1.5442719	1.5776853	"model2"	"ae"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model2"	"ae"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.3631734	.05244453	8.0529288	8.084e-16	1.2641638	1.4699375	"model2"	"ae"	""
"3.diabcat"	"Diabetes and HbA1c combined"	1.7899664	.03639743	28.631496	2.73e-180	1.7200316	1.8627447	"model2"	"ae"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.0589352	.00739821	8.1964119	2.477e-16	1.0445338	1.0735352	"model2"	"ae"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.2321732	.01027316	25.041222	2.18e-138	1.2122018	1.2524736	"model2"	"ae"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.4706501	.02111725	26.861281	6.23e-159	1.4298381	1.5126271	"model2"	"ae"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ae"	""
"1.cancer"	"Cancer"	1.3868809	.00831	54.583599	0	1.3706889	1.4032642	"model2"	"ae"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ae"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.8893758	.02557611	47.001232	0	1.8399067	1.940175	"model2"	"ae"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ae"	""
"1.stroke"	"Stroke"	1.5758419	.01220452	58.722229	0	1.5521021	1.5999448	"model2"	"ae"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ae"	""
"1.dementia"	"Dementia"	1.7333839	.03362834	28.353823	7.51e-177	1.6687109	1.8005634	"model2"	"ae"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ae"	""
"1.other_neuro"	"Neurological disease"	1.6474954	.0196284	41.90471	0	1.6094701	1.686419	"model2"	"ae"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ae"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1206458	.00752103	16.972044	1.322e-64	1.1060013	1.1354841	"model2"	"ae"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ae"	""
"1.esrf"	"end stage renal failure"	1.9393173	.05102271	25.174668	7.59e-140	1.8418492	2.0419432	"model2"	"ae"	""
"0b.other_immuno"	"Immunosuppressed (combination algorithm)"	1	0			1	1	"model2"	"ae"	""
"1.other_immuno"	"Immunosuppressed (combination algorithm)"	1.2129297	.02286417	10.240581	1.305e-24	1.1689345	1.2585808	"model2"	"ae"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"ae"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1062768	.00750591	14.886136	4.055e-50	1.0916628	1.1210863	"model2"	"ae"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"ae"	""
"2.eth5"	"Eth 5 categories"	.9374727	.0078826	-7.6789922	1.603e-14	.92214971	.95305032	"model3"	"ae"	""
"3.eth5"	"Eth 5 categories"	1.054242	.01306043	4.2638098	.0000201	1.0289523	1.0801533	"model3"	"ae"	""
"4.eth5"	"Eth 5 categories"	.99363583	.0171069	-.37083718	.71075881	.9606663	1.0277369	"model3"	"ae"	""
"5.eth5"	"Eth 5 categories"	.78420311	.01201243	-15.869371	1.033e-56	.76100909	.80810404	"model3"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"ae"	""
"1.male"	"Male"	.93906053	.00356203	-16.57589	1.041e-61	.93210498	.94606799	"model3"	"ae"	""
"age1"	"Age spline 1"	.98365577	.00060025	-27.005489	1.27e-160	.98248001	.98483293	"model3"	"ae"	""
"age2"	"Age spline 2"	.98202853	.00193392	-9.2087432	3.300e-20	.97824541	.98582628	"model3"	"ae"	""
"age3"	"Age spline 3"	1.1404298	.00621039	24.130283	1.20e-128	1.1283224	1.1526672	"model3"	"ae"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"ae"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.090155	.00695506	13.530022	1.040e-41	1.0766082	1.1038723	"model3"	"ae"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1766557	.00743244	25.753849	2.92e-146	1.1621782	1.1913135	"model3"	"ae"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2805139	.00800345	39.560677	0	1.2649232	1.2962969	"model3"	"ae"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4516507	.0092871	58.256284	0	1.433562	1.4699677	"model3"	"ae"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"ae"	""
"2.hh_total_cat"	"Number of people in household"	.99169059	.0043288	-1.9115697	.0559314	.98324249	1.0002113	"model3"	"ae"	""
"3.hh_total_cat"	"Number of people in household"	1.0298202	.00852663	3.5489431	.00038678	1.0132432	1.0466685	"model3"	"ae"	""
"0o.carehome"	"Care home y/n"	1	0			1	1	"model3"	"ae"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0104204	.00033492	31.274563	1.04e-214	1.0097642	1.0110771	"model3"	"ae"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0124073	.00004997	249.83862	0	1.0123094	1.0125052	"model3"	"ae"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"ae"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1144373	.00491089	24.58796	1.70e-133	1.1048536	1.1241041	"model3"	"ae"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.4160441	.00738068	66.741134	0	1.4016519	1.4305842	"model3"	"ae"	""
"0b.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1	0			1	1	"model3"	"ae"	""
"1.htdiag_or_highbp"	"High blood pressure or hypertension diagnosis"	1.1491779	.00557222	28.676088	7.58e-181	1.1383083	1.1601513	"model3"	"ae"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"ae"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4716241	.00963667	59.002359	0	1.4528572	1.4906333	"model3"	"ae"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5652923	.00919105	76.309516	0	1.5473814	1.5834104	"model3"	"ae"	""
"1b.diabcat"	"Diabetes and HbA1c combined"	1	0			1	1	"model3"	"ae"	""
"2.diabcat"	"Diabetes and HbA1c combined"	1.3483533	.05573558	7.2305932	4.809e-13	1.2434216	1.4621401	"model3"	"ae"	""
"3.diabcat"	"Diabetes and HbA1c combined"	1.8035943	.03880272	27.413708	1.88e-165	1.7291235	1.8812725	"model3"	"ae"	""
"4.diabcat"	"Diabetes and HbA1c combined"	1.0559549	.00794182	7.2391383	4.515e-13	1.0405033	1.0716358	"model3"	"ae"	""
"5.diabcat"	"Diabetes and HbA1c combined"	1.2366388	.01103859	23.794561	3.80e-125	1.2151917	1.2584644	"model3"	"ae"	""
"6.diabcat"	"Diabetes and HbA1c combined"	1.4775855	.0228387	25.258138	9.22e-141	1.4334937	1.5230335	"model3"	"ae"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"ae"	""
"1.cancer"	"Cancer"	1.3946527	.00899846	51.556018	0	1.377127	1.4124013	"model3"	"ae"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"ae"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.8883749	.02721279	44.11424	0	1.835785	1.9424714	"model3"	"ae"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"ae"	""
"1.stroke"	"Stroke"	1.5793125	.01322601	54.568962	0	1.5536016	1.6054489	"model3"	"ae"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"ae"	""
"1.dementia"	"Dementia"	1.6625363	.03718431	22.728427	2.35e-114	1.5912307	1.7370372	"model3"	"ae"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"ae"	""
"1.other_neuro"	"Neurological disease"	1.6214702	.02099129	37.33503	4.44e-305	1.5808456	1.6631388	"model3"	"ae"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"ae"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1261281	.00817443	16.364134	3.449e-60	1.1102199	1.1422642	"model3"	"ae"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"ae"	""
