parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"3.ethnicity_16"	"Eth 16 categories"	.75991735	.00279525	-74.638033	0	.75445846	.76541574	"modelb"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	.94002137	.01626381	-3.5749826	.00035025	.9086793	.97244448	"modelb"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	1.135755	.02042587	7.0782225	1.460e-12	1.0964183	1.1765029	"modelb"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.0367511	.01892654	1.9770293	.04803831	1.0003116	1.0745181	"modelb"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.86308365	.01265675	-10.040777	1.009e-23	.83862999	.88825036	"modelb"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1967533	.00602347	35.685685	6.59e-279	1.1850056	1.2086175	"modelb"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	.81337891	.00559728	-30.016405	6.00e-198	.8024821	.82442369	"modelb"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	.64060673	.00997592	-28.597623	7.19e-180	.62134967	.66046062	"modelb"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.98930646	.00742418	-1.4326374	.15196147	.97486183	1.0039651	"modelb"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	.92448902	.01132184	-6.4110961	1.445e-10	.90256281	.94694788	"modelb"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	1.1017811	.00860615	12.408977	2.336e-35	1.0850418	1.1187786	"modelb"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.92741323	.01260353	-5.544969	2.940e-08	.90303685	.95244762	"modelb"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	.42035584	.00746027	-48.832398	0	.40598536	.43523498	"modelb"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	.80261034	.00674821	-26.152517	9.23e-151	.78949246	.81594617	"modelb"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.94822653	.00203908	-24.721627	6.26e-135	.94423841	.9522315	"modelb"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"modelb"	"tested"	""
"1.male"	"Male"	.7827568	.00142277	-134.75334	0	.77997318	.78555036	"modelb"	"tested"	""
"age1"	"Age spline 1"	1.0136423	.0002484	55.292641	0	1.0131556	1.0141293	"modelb"	"tested"	""
"age2"	"Age spline 2"	.91239743	.00074054	-112.95549	0	.91094715	.91385002	"modelb"	"tested"	""
"age3"	"Age spline 3"	1.3018769	.0029271	117.33253	0	1.2961525	1.3076265	"modelb"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"modelb"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0207102	.00275882	7.5840845	3.348e-14	1.0153173	1.0261317	"modelb"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0300376	.00278111	10.961214	5.871e-28	1.0246011	1.0355029	"modelb"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0568275	.00286512	20.387463	2.161e-92	1.0512269	1.062458	"modelb"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0285872	.00286878	10.106022	5.195e-24	1.0229798	1.0342253	"modelb"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"modelb"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	.95492008	.00600605	-7.3339752	2.234e-13	.9432207	.96676457	"modelb"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	.98212771	.00621457	-2.8500167	.00437169	.97002259	.99438388	"modelb"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0248961	.00666434	3.7818363	.00015568	1.0119171	1.0380416	"modelb"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.0743869	.00748368	10.300742	6.992e-25	1.0598188	1.0891552	"modelb"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.1097938	.00843006	13.71425	8.342e-43	1.0933936	1.12644	"modelb"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	.88168597	.00575648	-19.286323	6.998e-83	.87047536	.89304096	"modelb"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"modelb"	"tested"	""
"1.hba1ccat"	"HbA1c category"	.92449525	.00549977	-13.196865	9.146e-40	.9137785	.93533768	"modelb"	"tested"	""
"2.hba1ccat"	"HbA1c category"	.94077394	.00876351	-6.5540522	5.600e-11	.92375362	.95810786	"modelb"	"tested"	""
"3.hba1ccat"	"HbA1c category"	.97090496	.00867844	-3.3033124	.0009555	.95404365	.98806427	"modelb"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.0703638	.00888914	8.1878859	2.659e-16	1.0530824	1.0879288	"modelb"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.87454068	.00181136	-64.72369	0	.87099768	.8780981	"modelb"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0116844	.00004509	260.65843	0	1.0115961	1.0117728	"modelb"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"modelb"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1044016	.00220038	49.841887	0	1.1000973	1.1087227	"modelb"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.1182507	.00275534	45.359841	0	1.1128633	1.1236641	"modelb"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"modelb"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.98013956	.00247383	-7.9479549	1.896e-15	.97530291	.98500019	"modelb"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"modelb"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.9371685	.00292405	-20.798209	4.493e-96	.93145496	.94291708	"modelb"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.92424265	.00239868	-30.355212	2.14e-202	.91955326	.92895596	"modelb"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.93219408	.00273821	-23.903652	2.81e-126	.92684269	.93757635	"modelb"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.69389283	.00203823	-124.40903	0	.68990945	.69789922	"modelb"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"modelb"	"tested"	""
"1.asthma"	"Asthma category"	1.0859159	.00241421	37.074412	7.26e-301	1.0811945	1.090658	"modelb"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.2772468	.00466	67.071021	0	1.2681459	1.2864129	"modelb"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4124901	.00435608	111.9836	0	1.4039781	1.4210537	"modelb"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"modelb"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.1311643	.01256593	11.09453	1.334e-28	1.1068017	1.1560631	"modelb"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0491877	.00536321	9.393263	5.817e-21	1.0387285	1.0597522	"modelb"	"tested"	""
"3.dm_type"	"Diabetes Type"	.95843927	.00526416	-7.72865	1.087e-14	.94817704	.96881257	"modelb"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"modelb"	"tested"	""
"1.cancer"	"Cancer"	1.6516522	.00504242	164.35758	0	1.6417987	1.6615648	"modelb"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"modelb"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.5855702	.01269641	57.564257	0	1.56088	1.610651	"modelb"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"modelb"	"tested"	""
"1.stroke"	"Stroke"	1.4749237	.00671547	85.349878	0	1.4618202	1.4881447	"modelb"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"modelb"	"tested"	""
"1.dementia"	"Dementia"	2.3167489	.02463831	79.001006	0	2.2689585	2.3655459	"modelb"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"modelb"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.3912534	.0094113	48.813563	0	1.3729294	1.4098221	"modelb"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"modelb"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1362807	.00422503	34.359903	1.00e-258	1.1280299	1.1445918	"modelb"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"modelb"	"tested"	""
"1.esrf"	"end stage renal failure"	2.8736493	.03789371	80.049548	0	2.8003305	2.9488877	"modelb"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"modelb"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0771093	.01091418	7.3307019	2.290e-13	1.0559289	1.0987145	"modelb"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"modelb"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0403209	.00371131	11.080454	1.561e-28	1.0330722	1.0476204	"modelb"	"tested"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"modelb"	"tested"	""
"2.hh_total_cat"	"Number of people in household"	1.0808297	.0022309	37.658311	0	1.076466	1.085211	"modelb"	"tested"	""
"3.hh_total_cat"	"Number of people in household"	.98454976	.00404969	-3.785536	.00015338	.97664442	.9925191	"modelb"	"tested"	""
"4.hh_total_cat"	"Number of people in household"	1.4694709	.01190313	47.517143	0	1.4463254	1.4929868	"modelb"	"tested"	""
"9.hh_total_cat"	"Number of people in household"	.98526212	.00269119	-5.4357943	5.455e-08	.98000158	.99055089	"modelb"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"modela"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.1676809	.06303249	2.8717485	.00408208	1.0504503	1.2979944	"modela"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	1.1322242	.01820284	7.7242952	1.125e-14	1.0971035	1.1684691	"modela"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	1.2515193	.09556093	2.9383204	.00329996	1.0775644	1.4535562	"modela"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	1.9624993	.13080842	10.115204	4.730e-24	1.7221601	2.2363794	"modela"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	1.8058529	.12894573	8.2772709	1.260e-16	1.5700117	2.0771213	"modela"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	1.3304619	.08371865	4.5375993	5.690e-06	1.1760912	1.5050949	"modela"	"positivetest"	""
"8.ethnicity_16"	"Eth 16 categories"	2.1247418	.03891084	41.153372	0	2.0498304	2.2023909	"modela"	"positivetest"	""
"9.ethnicity_16"	"Eth 16 categories"	2.0967059	.04119683	37.680882	0	2.0174966	2.1790251	"modela"	"positivetest"	""
"10.ethnicity_16"	"Eth 16 categories"	1.105682	.05865873	1.8936541	.05827093	.99648831	1.2268409	"modela"	"positivetest"	""
"11.ethnicity_16"	"Eth 16 categories"	2.2832419	.05656495	33.325164	1.67e-243	2.1750252	2.3968429	"modela"	"positivetest"	""
"12.ethnicity_16"	"Eth 16 categories"	1.5513846	.06826717	9.9797189	1.870e-23	1.423191	1.6911253	"modela"	"positivetest"	""
"13.ethnicity_16"	"Eth 16 categories"	1.9266495	.05420593	23.308575	3.63e-120	1.8232839	2.035875	"modela"	"positivetest"	""
"14.ethnicity_16"	"Eth 16 categories"	1.5129387	.07857525	7.9724612	1.555e-15	1.3665129	1.6750544	"modela"	"positivetest"	""
"15.ethnicity_16"	"Eth 16 categories"	.49359645	.04179029	-8.3391953	7.480e-17	.41812405	.5826918	"modela"	"positivetest"	""
"16.ethnicity_16"	"Eth 16 categories"	1.5735007	.04880896	14.613555	2.302e-48	1.4806869	1.6721323	"modela"	"positivetest"	""
"17.ethnicity_16"	"Eth 16 categories"	1.1021148	.01090132	9.8299638	8.365e-23	1.0809544	1.1236895	"modela"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"modela"	"positivetest"	""
"1.male"	"Male"	.86717314	.00690292	-17.903519	1.107e-71	.85374865	.88080871	"modela"	"positivetest"	""
"age1"	"Age spline 1"	1.0330494	.00120006	27.98998	2.15e-172	1.0307	1.0354041	"modela"	"positivetest"	""
"age2"	"Age spline 2"	.869206	.00320852	-37.974257	0	.86294012	.87551738	"modela"	"positivetest"	""
"age3"	"Age spline 3"	1.5430546	.01538564	43.502992	0	1.5131921	1.5735065	"modela"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"modela"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0931699	.01434333	6.7893147	1.127e-11	1.0654159	1.1216469	"modela"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2221593	.0158103	15.508164	3.055e-54	1.1915613	1.2535431	"modela"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3525694	.01712893	23.847613	1.07e-125	1.3194105	1.3865616	"modela"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4488501	.01850176	29.034562	2.41e-185	1.4130374	1.4855705	"modela"	"positivetest"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"modela"	"positivetest"	""
"2.bmicat_sa"	"BMI with SA categories"	.90032906	.02605176	-3.6285464	.00028502	.85068947	.95286523	"modela"	"positivetest"	""
"3.bmicat_sa"	"BMI with SA categories"	.97903638	.02832449	-.7323108	.46397889	.92506603	1.0361555	"modela"	"positivetest"	""
"4.bmicat_sa"	"BMI with SA categories"	1.1524065	.03395933	4.8137462	1.481e-06	1.0877331	1.2209252	"modela"	"positivetest"	""
"5.bmicat_sa"	"BMI with SA categories"	1.2941275	.04021757	8.2967123	1.070e-16	1.2176551	1.3754026	"modela"	"positivetest"	""
"6.bmicat_sa"	"BMI with SA categories"	1.4671599	.04861887	11.567612	6.013e-31	1.3748973	1.5656138	"modela"	"positivetest"	""
"7.bmicat_sa"	"BMI with SA categories"	.93664518	.02800812	-2.188798	.02861152	.88332794	.99318063	"modela"	"positivetest"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"modela"	"positivetest"	""
"1.hba1ccat"	"HbA1c category"	1.0036549	.02186588	.16745366	.86701311	.96170061	1.0474393	"modela"	"positivetest"	""
"2.hba1ccat"	"HbA1c category"	1.0864063	.03569733	2.5222116	.01166195	1.0186461	1.1586738	"modela"	"positivetest"	""
"3.hba1ccat"	"HbA1c category"	1.1665825	.03663926	4.9058103	9.304e-07	1.0969364	1.2406504	"modela"	"positivetest"	""
"4.hba1ccat"	"HbA1c category"	1.4133804	.04078071	11.991142	3.954e-33	1.3356697	1.4956123	"modela"	"positivetest"	""
"5.hba1ccat"	"HbA1c category"	.91908608	.00893517	-8.6790028	3.993e-18	.90173927	.9367666	"modela"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0090288	.00027908	32.497806	1.15e-231	1.008482	1.0095759	"modela"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"modela"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0411653	.00896318	4.685966	2.786e-06	1.0237451	1.0588818	"modela"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.60611311	.00801314	-37.872036	0	.59060938	.62202383	"modela"	"positivetest"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"modela"	"positivetest"	""
"1.hypertension"	"Diagnosed hypertension"	.98127129	.01045658	-1.7742149	.07602761	.96098931	1.0019813	"modela"	"positivetest"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"modela"	"positivetest"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	.91239922	.01267841	-6.5975603	4.180e-11	.88788532	.93758994	"modela"	"positivetest"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.90030507	.0104102	-9.0825847	1.060e-19	.88013093	.92094164	"modela"	"positivetest"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.9038478	.01153647	-7.9204371	2.367e-15	.88151722	.92674405	"modela"	"positivetest"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.70335227	.00953539	-25.95675	1.53e-148	.68490935	.72229181	"modela"	"positivetest"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"modela"	"positivetest"	""
"1.asthma"	"Asthma category"	1.0043404	.01031868	.42155016	.67335339	.98431847	1.0247697	"modela"	"positivetest"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"modela"	"positivetest"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4585526	.02104278	26.162067	7.18e-151	1.4178871	1.5003843	"modela"	"positivetest"	""
