eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"hes_30"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.eth5"	"Eth 5 categories"	.52201474	.01533991	-22.121426	1.97e-108	.49279851	.55296309	"crude"	"hes"	""
"hes_30"	"3.eth5"	"Eth 5 categories"	.73631285	.03475069	-6.4857853	8.827e-11	.67125798	.80767251	"crude"	"hes"	""
"hes_30"	"4.eth5"	"Eth 5 categories"	.56793765	.04570574	-7.0299076	2.067e-12	.48506371	.66497074	"crude"	"hes"	""
"hes_30"	"5.eth5"	"Eth 5 categories"	.65565473	.0423351	-6.5374974	6.256e-11	.57771521	.74410907	"crude"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	.93827062	.01919701	-3.1142171	.00184434	.90138959	.97666066	"crude"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"crude"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.45420217	.26318171	-1.3620331	.17318745	.14589191	1.4140579	"crude"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.41145821	.23869374	-1.5308092	.12581655	.13198652	1.2826905	"crude"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.41339151	.24091279	-1.5157916	.12957205	.13191846	1.2954408	"crude"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.39866619	.23332691	-1.5712963	.11611384	.12659823	1.2554262	"crude"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.38105556	.22090883	-1.6642442	.09606363	.12232702	1.1870096	"crude"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	.48341254	.28568119	-1.2299909	.21870051	.15180473	1.5393966	"crude"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.71439597	.41451454	-.57962779	.56216565	.22911084	2.227575	"crude"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.47861854	.27847476	-1.2664369	.20535669	.15301524	1.4970777	"crude"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.61325325	.3560387	-.84223125	.39965853	.19654167	1.913485	"crude"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.47372805	.27473119	-1.2882869	.19764612	.15201557	1.4762848	"crude"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	1.0175226	.59197798	.0298579	.97618038	.32533362	3.1824323	"crude"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	1.1338496	.65884942	.21618376	.82884451	.36303222	3.5413244	"crude"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.815552	.47370699	-.35102495	.72556963	.26123893	2.5460411	"crude"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.52632196	.30562761	-1.1053178	.26902192	.16864403	1.6426007	"crude"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.47745467	.27733607	-1.2727359	.20311177	.15293261	1.4906106	"crude"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.52711618	.30627782	-1.1020405	.27044406	.16877985	1.646236	"crude"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.71988807	.41752119	-.56667322	.57093622	.23098539	2.2436001	"crude"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.74927661	.43518992	-.49697036	.61920995	.24002301	2.3390067	"crude"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.79752694	.46261402	-.39002759	.69651615	.25585671	2.4859587	"crude"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	1.2847346	.7450411	.43204733	.66570701	.41227411	4.0035086	"crude"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.98167358	.58162853	-.0312183	.97509545	.30735588	3.1353981	"crude"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.52998539	.3080446	-1.0923445	.27468172	.16963604	1.6558069	"crude"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.72153583	.43763778	-.53809336	.5905126	.2197724	2.3688778	"crude"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.49397427	.292342	-1.1917075	.23337596	.15486363	1.5756481	"crude"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.49273969	.28734386	-1.2136973	.22486333	.15712117	1.5452559	"crude"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.55273619	.32142888	-1.01952	.30795618	.1768172	1.7278709	"crude"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.64530971	.37597132	-.75181726	.45216096	.20598703	2.021606	"crude"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.62060746	.36125092	-.81955453	.4124701	.19830743	1.9422046	"crude"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.84227509	.49038495	-.29482011	.7681313	.2690741	2.63655	"crude"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	.80237624	.5253785	-.33626294	.7366726	.22234625	2.8955183	"crude"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.36215427	.20989244	-1.7524912	.07968938	.11629628	1.1277723	"crude"	"hes"	""
"hes_30"	"_cons"	"Constant"	1.1071886	.64103632	.17586889	.86039694	.35595556	3.4438752	"crude"	"hes"	""
"hes_30"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"hes"	""
"hes_30"	"2.eth5"	"Eth 5 categories"	1.1402312	.04044666	3.6995316	.000216	1.0636501	1.2223259	"model0"	"hes"	""
"hes_30"	"3.eth5"	"Eth 5 categories"	1.470196	.08224955	6.8888798	5.623e-12	1.3175136	1.6405723	"model0"	"hes"	""
"hes_30"	"4.eth5"	"Eth 5 categories"	1.3449668	.12520178	3.1837158	.00145398	1.1206602	1.6141696	"model0"	"hes"	""
"hes_30"	"5.eth5"	"Eth 5 categories"	1.5035753	.11368443	5.3941155	6.886e-08	1.2964816	1.7437492	"model0"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	1.0255275	.02600031	.99424261	.32010477	.97581327	1.0777745	"model0"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model0"	"hes"	""
"hes_30"	"1.male"	"Male"	2.0860564	.04177018	36.720598	3.43e-295	2.005774	2.1695521	"model0"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	.99737685	.00418169	-.62647096	.53100608	.98921448	1.0056066	"model0"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.2667157	.01526338	19.621241	1.018e-85	1.2371506	1.2969875	"model0"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.53457562	.01658715	-20.184011	1.353e-90	.50303422	.56809473	"model0"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.34645763	.24034665	-1.5279733	.12651916	.08895073	1.3494312	"model0"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.29039643	.20170212	-1.7802371	.07503717	.07443341	1.1329602	"model0"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.29068813	.20282811	-1.7706936	.07661166	.07404574	1.141181	"model0"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.28627657	.20055406	-1.7854231	.07419272	.07252164	1.1300665	"model0"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.30530013	.21190225	-1.7094032	.08737629	.07832967	1.1899471	"model0"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	.35255325	.24945968	-1.4734071	.1406413	.08809097	1.4109708	"model0"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.49142346	.34142049	-1.0225846	.30650427	.12591475	1.9179406	"model0"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.36234388	.25244202	-1.4571171	.14508406	.09249021	1.419535	"model0"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.41011902	.28510584	-1.2821285	.19979759	.10499608	1.6019418	"model0"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.34599647	.2402251	-1.52863	.1263562	.08873257	1.3491502	"model0"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	.59661143	.41563228	-.74138465	.45846025	.15229927	2.3371431	"model0"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	.72208979	.50243126	-.46795777	.63981479	.18463914	2.8239606	"model0"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.53779885	.37405177	-.89180397	.37249801	.13759072	2.1020865	"model0"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.41722689	.29008527	-1.2572458	.20866463	.10679663	1.6299979	"model0"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.30415039	.21154267	-1.7112852	.08702848	.07781453	1.1888198	"model0"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.34514501	.24013955	-1.5289528	.12627615	.08826043	1.3496998	"model0"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.53896876	.37424396	-.89015555	.37338237	.13820203	2.1019034	"model0"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.44836049	.31181979	-1.1534092	.24874246	.11472155	1.7523048	"model0"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.44255363	.30736868	-1.1737269	.24050443	.11344288	1.7264523	"model0"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.65381539	.45394813	-.61202133	.54052365	.16767201	2.5494688	"model0"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.58580172	.41543852	-.75407421	.45080466	.14591369	2.3518264	"model0"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.29000977	.20184487	-1.7785237	.07531788	.07412795	1.1346012	"model0"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.33260928	.24171346	-1.5147353	.12983945	.08004793	1.3820337	"model0"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.26481202	.18763529	-1.8752603	.06075692	.06604046	1.0618553	"model0"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.3731905	.26059343	-1.4115524	.15808179	.09496183	1.4666014	"model0"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.34979879	.24357887	-1.5084546	.13143823	.08934961	1.3694429	"model0"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.45504271	.31754861	-1.1282816	.25920102	.11589019	1.7867247	"model0"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.42079508	.29332532	-1.2417753	.21431948	.10732977	1.6497614	"model0"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.54027668	.37665866	-.88311854	.37717223	.13778234	2.1185509	"model0"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	.4902986	.38224489	-.91421958	.36060148	.10637752	2.2598074	"model0"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.25688578	.17824699	-1.9587403	.05014321	.06593429	1.0008495	"model0"	"hes"	""
"hes_30"	"_cons"	"Constant"	.13913096	.0983711	-2.7895744	.00527774	.03480091	.55623331	"model0"	"hes"	""
"hes_30"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.eth5"	"Eth 5 categories"	1.0924389	.03908723	2.471023	.01347271	1.0184538	1.1717985	"model1"	"hes"	""
"hes_30"	"3.eth5"	"Eth 5 categories"	1.3881208	.07812153	5.8272728	5.634e-09	1.2431479	1.5500001	"model1"	"hes"	""
"hes_30"	"4.eth5"	"Eth 5 categories"	1.2983375	.12122637	2.7962224	.00517038	1.0812111	1.5590666	"model1"	"hes"	""
"hes_30"	"5.eth5"	"Eth 5 categories"	1.465051	.1108148	5.0488594	4.445e-07	1.2631904	1.6991693	"model1"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	1.0277323	.0260817	1.0778959	.28108021	.97786364	1.0801442	"model1"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"1.male"	"Male"	2.0960696	.04203777	36.90076	4.49e-298	2.0152754	2.1801029	"model1"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	.99844092	.00419045	-.37176559	.71006739	.99026147	1.0066879	"model1"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.2644513	.01524452	19.461982	2.307e-84	1.2349228	1.2946858	"model1"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.53693506	.01666862	-20.032143	2.890e-89	.50523921	.57061932	"model1"	"hes"	""
"hes_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0577341	.03632559	1.634373	.10218056	.98888056	1.1313818	"model1"	"hes"	""
"hes_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1493738	.0390669	4.0958636	.00004206	1.0752989	1.2285516	"model1"	"hes"	""
"hes_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2102495	.04021791	5.7424101	9.334e-09	1.1339361	1.2916989	"model1"	"hes"	""
"hes_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3773353	.04575458	9.6373923	5.558e-22	1.2905151	1.4699965	"model1"	"hes"	""
"hes_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"hes"	""
"hes_30"	"2.stp"	"Sustainability and Transformation Partnership"	.38775952	.269848	-1.3613282	.17340998	.09912833	1.5167958	"model1"	"hes"	""
"hes_30"	"3.stp"	"Sustainability and Transformation Partnership"	.33790968	.23546702	-1.5570083	.11946851	.08622918	1.3241799	"model1"	"hes"	""
"hes_30"	"4.stp"	"Sustainability and Transformation Partnership"	.32731971	.22911298	-1.5955294	.1105939	.0830155	1.2905806	"model1"	"hes"	""
"hes_30"	"5.stp"	"Sustainability and Transformation Partnership"	.3429445	.2410415	-1.52262	.12785379	.08648673	1.3598725	"model1"	"hes"	""
"hes_30"	"6.stp"	"Sustainability and Transformation Partnership"	.34343192	.2391268	-1.5349534	.12479528	.08773261	1.3443746	"model1"	"hes"	""
"hes_30"	"7.stp"	"Sustainability and Transformation Partnership"	.40239351	.28564224	-1.2824041	.19970091	.10009647	1.6176448	"model1"	"hes"	""
"hes_30"	"8.stp"	"Sustainability and Transformation Partnership"	.57030301	.39751954	-.80568372	.42042524	.14547582	2.235736	"model1"	"hes"	""
"hes_30"	"9.stp"	"Sustainability and Transformation Partnership"	.42895897	.29985512	-1.2108124	.22596731	.10899346	1.6882278	"model1"	"hes"	""
"hes_30"	"10.stp"	"Sustainability and Transformation Partnership"	.47376738	.33042069	-1.0711273	.28411218	.12075627	1.8587485	"model1"	"hes"	""
"hes_30"	"11.stp"	"Sustainability and Transformation Partnership"	.41227727	.28720714	-1.2719115	.20340458	.10524751	1.6149792	"model1"	"hes"	""
"hes_30"	"12.stp"	"Sustainability and Transformation Partnership"	.63424197	.4432094	-.65157928	.51467262	.16122555	2.4950319	"model1"	"hes"	""
"hes_30"	"13.stp"	"Sustainability and Transformation Partnership"	.80946767	.56499521	-.30284154	.76201063	.20609845	3.1792471	"model1"	"hes"	""
"hes_30"	"14.stp"	"Sustainability and Transformation Partnership"	.63603635	.44385104	-.64842964	.5167071	.16198702	2.4973744	"model1"	"hes"	""
"hes_30"	"15.stp"	"Sustainability and Transformation Partnership"	.49121149	.3426517	-1.0190893	.30816058	.12517008	1.9276869	"model1"	"hes"	""
"hes_30"	"16.stp"	"Sustainability and Transformation Partnership"	.35203073	.24566453	-1.496077	.1346336	.08965404	1.3822649	"model1"	"hes"	""
"hes_30"	"17.stp"	"Sustainability and Transformation Partnership"	.41013936	.28631746	-1.2766951	.20170991	.10440214	1.6112151	"model1"	"hes"	""
"hes_30"	"18.stp"	"Sustainability and Transformation Partnership"	.64947041	.45250194	-.61946724	.53560859	.16577018	2.5445579	"model1"	"hes"	""
"hes_30"	"19.stp"	"Sustainability and Transformation Partnership"	.5491554	.38325567	-.85882451	.39043734	.13984325	2.1564977	"model1"	"hes"	""
"hes_30"	"20.stp"	"Sustainability and Transformation Partnership"	.53354138	.37181951	-.90146061	.36734347	.13613647	2.0910371	"model1"	"hes"	""
"hes_30"	"21.stp"	"Sustainability and Transformation Partnership"	.76289883	.53150106	-.38845304	.6976808	.19473616	2.9887342	"model1"	"hes"	""
"hes_30"	"22.stp"	"Sustainability and Transformation Partnership"	.69279229	.49302298	-.51574092	.60603537	.17173101	2.7948427	"model1"	"hes"	""
"hes_30"	"23.stp"	"Sustainability and Transformation Partnership"	.35273138	.24633898	-1.4921033	.13567208	.08973993	1.3864444	"model1"	"hes"	""
"hes_30"	"24.stp"	"Sustainability and Transformation Partnership"	.42490622	.30988128	-1.1735837	.24056181	.10174603	1.7744702	"model1"	"hes"	""
"hes_30"	"25.stp"	"Sustainability and Transformation Partnership"	.30866121	.2194557	-1.6533389	.09826191	.07660982	1.243597	"model1"	"hes"	""
"hes_30"	"26.stp"	"Sustainability and Transformation Partnership"	.44753485	.31356199	-1.1475192	.2511671	.1133545	1.7669121	"model1"	"hes"	""
"hes_30"	"27.stp"	"Sustainability and Transformation Partnership"	.42896115	.29972697	-1.211329	.22576934	.10905862	1.6872363	"model1"	"hes"	""
"hes_30"	"28.stp"	"Sustainability and Transformation Partnership"	.54945342	.38472241	-.85523974	.39241844	.13929231	2.1673779	"model1"	"hes"	""
"hes_30"	"29.stp"	"Sustainability and Transformation Partnership"	.48626781	.34007853	-1.0309296	.30257382	.12347392	1.915031	"model1"	"hes"	""
"hes_30"	"30.stp"	"Sustainability and Transformation Partnership"	.66668202	.4663748	-.5795788	.56219869	.16922481	2.6264761	"model1"	"hes"	""
"hes_30"	"31.stp"	"Sustainability and Transformation Partnership"	.62036739	.48502383	-.61067169	.54141695	.13401435	2.8717498	"model1"	"hes"	""
"hes_30"	"32.stp"	"Sustainability and Transformation Partnership"	.28916151	.20128306	-1.7824793	.07467111	.07389682	1.1315017	"model1"	"hes"	""
"hes_30"	"_cons"	"Constant"	.09806178	.0696254	-3.2705723	.0010733	.02438559	.39433579	"model1"	"hes"	""
"hes_30"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.eth5"	"Eth 5 categories"	1.0660412	.04069055	1.6754622	.09384359	.98919938	1.1488522	"model2"	"hes"	""
"hes_30"	"3.eth5"	"Eth 5 categories"	1.3813724	.08106902	5.5050661	3.690e-08	1.2312778	1.5497637	"model2"	"hes"	""
"hes_30"	"4.eth5"	"Eth 5 categories"	1.3763988	.13183908	3.3352693	.00085217	1.1408052	1.660646	"model2"	"hes"	""
"hes_30"	"5.eth5"	"Eth 5 categories"	1.6988371	.13249901	6.7946808	1.086e-11	1.458019	1.9794307	"model2"	"hes"	""
"hes_30"	"6.eth5"	"Eth 5 categories"	1.0931256	.02931067	3.3207423	.00089778	1.0371612	1.1521098	"model2"	"hes"	""
"hes_30"	"0b.male"	"Male"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.male"	"Male"	2.0996471	.0453704	34.327529	3.05e-258	2.0125795	2.1904814	"model2"	"hes"	""
"hes_30"	"age1"	"Age spline 1"	1.0036173	.00436606	.82999657	.40654072	.99509634	1.0122112	"model2"	"hes"	""
"hes_30"	"age2"	"Age spline 2"	1.1719086	.01462538	12.711073	5.133e-37	1.1435912	1.2009273	"model2"	"hes"	""
"hes_30"	"age3"	"Age spline 3"	.66105031	.02124782	-12.877814	6.001e-38	.62069001	.70403503	"model2"	"hes"	""
"hes_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0082467	.03600785	.22996614	.81811808	.94008594	1.0813494	"model2"	"hes"	""
"hes_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0577426	.03746359	1.5849666	.11297393	.98680599	1.1337785	"model2"	"hes"	""
"hes_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0640315	.03691846	1.7887822	.0736499	.99407815	1.1389074	"model2"	"hes"	""
"hes_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1500201	.04013347	4.0053624	.00006192	1.0739897	1.2314328	"model2"	"hes"	""
"hes_30"	"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.bmicat_sa"	"BMI with SA categories"	.84748014	.06835781	-2.0516704	.0402017	.723555	.99263024	"model2"	"hes"	""
"hes_30"	"3.bmicat_sa"	"BMI with SA categories"	.98636925	.0794796	-.17032584	.86475389	.84227024	1.1551213	"model2"	"hes"	""
"hes_30"	"4.bmicat_sa"	"BMI with SA categories"	1.2149484	.09967493	2.3732392	.01763284	1.0344866	1.426891	"model2"	"hes"	""
"hes_30"	"5.bmicat_sa"	"BMI with SA categories"	1.5159944	.13036981	4.8382533	1.310e-06	1.2808476	1.794311	"model2"	"hes"	""
"hes_30"	"6.bmicat_sa"	"BMI with SA categories"	2.0226833	.18402094	7.7427532	9.729e-15	1.6923366	2.4175142	"model2"	"hes"	""
"hes_30"	"7.bmicat_sa"	"BMI with SA categories"	1.1485153	.09659491	1.6464113	.09967911	.97397359	1.3543358	"model2"	"hes"	""
"hes_30"	"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.hba1ccat"	"HbA1c category"	1.0983943	.05818639	1.7716107	.07645921	.99007178	1.2185683	"model2"	"hes"	""
"hes_30"	"2.hba1ccat"	"HbA1c category"	1.2471562	.10137411	2.7172055	.00658357	1.0634856	1.4625479	"model2"	"hes"	""
"hes_30"	"3.hba1ccat"	"HbA1c category"	1.2615143	.09867044	2.9701489	.00297655	1.0822178	1.4705156	"model2"	"hes"	""
"hes_30"	"4.hba1ccat"	"HbA1c category"	2.0235764	.1477371	9.6546576	4.697e-22	1.7537802	2.3348773	"model2"	"hes"	""
"hes_30"	"5.hba1ccat"	"HbA1c category"	.96436474	.02564247	-1.3646367	.17236728	.91539359	1.0159557	"model2"	"hes"	""
"hes_30"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0160592	.0010403	15.56043	1.352e-54	1.0140223	1.0181002	"model2"	"hes"	""
"hes_30"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0692663	.02465845	2.9041419	.00368261	1.0220126	1.1187048	"model2"	"hes"	""
"hes_30"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.93361024	.03594252	-1.784391	.07436015	.86575637	1.0067822	"model2"	"hes"	""
"hes_30"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.hypertension"	"Diagnosed hypertension"	1.1604486	.02938869	5.8758135	4.208e-09	1.104254	1.2195029	"model2"	"hes"	""
"hes_30"	"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"2.bp_cat"	"Blood pressure four levels non-missing"	.89661633	.03498666	-2.7966443	.00516363	.83060034	.96787927	"model2"	"hes"	""
"hes_30"	"3.bp_cat"	"Blood pressure four levels non-missing"	.94791675	.0306422	-1.6546701	.09799143	.88972213	1.0099177	"model2"	"hes"	""
"hes_30"	"4.bp_cat"	"Blood pressure four levels non-missing"	.96991575	.03287047	-.90132918	.36741332	.90758388	1.0365285	"model2"	"hes"	""
"hes_30"	"5.bp_cat"	"Blood pressure four levels non-missing"	.74497188	.03107265	-7.0584995	1.683e-12	.68649347	.80843173	"model2"	"hes"	""
"hes_30"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.asthma"	"Asthma category"	1.2037462	.03416677	6.5332773	6.435e-11	1.1386092	1.2726096	"model2"	"hes"	""
"hes_30"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	2.1622104	.08235722	20.245313	3.907e-91	2.0066713	2.3298056	"model2"	"hes"	""
"hes_30"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.255331	.03839948	7.433989	1.054e-13	1.182281	1.3328944	"model2"	"hes"	""
"hes_30"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.dm_type"	"Diabetes Type"	1.9603103	.23784591	5.5476684	2.895e-08	1.5454249	2.486576	"model2"	"hes"	""
"hes_30"	"2.dm_type"	"Diabetes Type"	1.1797522	.05418874	3.59887	.0003196	1.0781846	1.2908876	"model2"	"hes"	""
"hes_30"	"3.dm_type"	"Diabetes Type"	1.1281781	.06164649	2.2071471	.02730378	1.0135983	1.2557103	"model2"	"hes"	""
"hes_30"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.cancer"	"Cancer"	1.6480801	.0565903	14.550179	5.825e-48	1.5408151	1.7628125	"model2"	"hes"	""
"hes_30"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.chronic_liver_disease"	"Chronic liver disease"	2.1328264	.19324319	8.3599588	6.274e-17	1.7858007	2.5472877	"model2"	"hes"	""
"hes_30"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.stroke"	"Stroke"	1.2230649	.05083037	4.8450619	1.266e-06	1.1273888	1.3268606	"model2"	"hes"	""
"hes_30"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.dementia"	"Dementia"	.56922491	.03954773	-8.1103687	5.047e-16	.49675864	.65226242	"model2"	"hes"	""
"hes_30"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.other_neuro"	"Neurological disease"	1.7366167	.11021186	8.696942	3.409e-18	1.5334998	1.9666372	"model2"	"hes"	""
"hes_30"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.egfr60"	"CKD defined by egfr<60"	1.314957	.04491371	8.0162682	1.090e-15	1.2298096	1.4059996	"model2"	"hes"	""
"hes_30"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"hes"	""
"hes_30"	"1.esrf"	"end stage renal failure"	1.2728002	.12228684	2.5106878	.01204962	1.0543368	1.5365303	"model2"	"hes"	""
"hes_30"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"hes"	""
